Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
16--11393,2016/11/02,8:56 AM,INDUSTRIAL AVE @ TRAINYARDS DR (0011906),11906,03 - At intersection,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371686.677,5030539.479,45.41159495,-75.645463,1560
16--11394,2016/11/02,9:26 AM,MOFFATT POND CRT/COBBLE HILL DR @ ANJANA CIRC (0011115),11115,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,361736.4343,5014022.332,45.2638545,-75.7744756,1561
16--11395,2016/11/02,9:36 AM,CLEMENTINE BLVD @ HERON RD (0006858),6858,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,369546.8926,5026784.466,45.37800986,-75.67329055,1562
16--11396,2016/11/03,1:07 AM,DES BROUSSAILLES TER N @ MEADOWGLEN DR N (0004332),4332,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,1,0,0,0,01 - Minimal,1,1,,,,379632.5644,5034912.328,45.45013421,-75.54329614,1563
16--11397,2016/11/03,1:30 PM,ST. LAURENT BLVD @ ST. LAURENT BLVD SERVICE (0008760),8760,02 - Intersection related,03 - P.D. only,03 - Rear end,99 - Other,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373495.2737,5029148.348,45.39890302,-75.62255307,1564
16--11398,2016/11/03,1:36 PM,CENTENNIAL BLVD btwn MAIN ST & BULLOCK AVE (__3ZA92R),__3ZA92R,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,369492.3139,5029422.771,45.4017535,-75.67364149,1565
16--11399,2016/11/03,1:46 PM,BLACKBURN BYPASS @ NAVAN RD (0004201),4201,02 - Intersection related,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,379617.9666,5033274.343,45.43539838,-75.54373177,1566
16--114,2016/01/04,5:12 PM,EAGLESON RD btwn MARCH RD & HWY417 IC138 RAMP35 (__3ZAZEV),__3ZAZEV,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,3,0,0,0,02 - Minor,1,,1,,,352956.4467,5020200.069,45.32009919,-75.8857496,1567
16--1140,2016/01/23,9:42 AM,RIVERSIDE DR @ TREMBLAY RD/HWY417 IC117 RAMP52 (0010790),10790,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370801.1601,5031016.19,45.41596828,-75.65671119,1568
16--11400,2016/11/03,1:47 PM,GEORGE ST    W btwn PRESTON ST & END (__3ZA06J),__3ZA06J,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,366610.4198,5029412.833,45.40192447,-75.71045151,1569
16--11401,2016/11/03,10:01 PM,RIVERSIDE DR @ HERON RD (0002236),2236,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368121.9331,5026645.151,45.37688657,-75.69150092,1570
16--11402,2016/11/03,10:04 PM,PRINCE OF WALES DR @ WEST HUNT CLUB RD (0000567),567,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367457.6126,5021891.284,45.33417202,-75.7005847,1571
16--11403,2016/11/03,10:16 AM,MCARTHUR AVE btwn LACASSE AVE & CARMEN AVE (__3ZA3W8),__3ZA3W8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,370893.1334,5032764.476,45.43168994,-75.65530162,1572
16--11404,2016/11/03,10:21 AM,FIELDROW ST btwn VIEWMOUNT DR & MALCOLM PL (__3ZAAR9),__3ZAAR9,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,364220.9271,5022912.505,45.34364241,-75.74175348,1573
16--11405,2016/11/03,11:00 PM,CARLING AVE btwn BURKE RD & DEFENSE  RESEARCH COMPLEX (__3ZA4Z6A),__3ZA4Z6A,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,352919.4126,5022713.258,45.34271587,-75.88597764,1574
16--11406,2016/11/03,11:16 AM,SHEFFIELD RD @ WALKLEY RD (0005156),5156,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,3,,3,,,375256.6374,5028784.758,45.39545659,-75.6001098,1575
16--11407,2016/11/03,11:25 AM,GOULBURN AVE @ TEMPLETON ST (0007806),7806,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,369577.0531,5031819.801,45.42331326,-75.67224415,1576
16--11408,2016/11/03,12:33 PM,"MCARTHUR AVE @ EGLISE, RUE DE L/MOORVALE ST (0007763)",7763,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371445.7167,5032824.993,45.432182,-75.64823196,1577
16--11409,2016/11/03,12:59 PM,CATHERINE ST btwn METCALFE ST & ELGIN ST (__3ZA3PE),__3ZA3PE,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,368401.3906,5030491.613,45.41147056,-75.68743729,1578
16--1141,2016/01/24,1:27 AM,FINLAND PRIV btwn LORRY GREENBERG DR & LORRY GREENBERG DR (__3ZA1AL),__3ZA1AL,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,373293.9488,5025449.247,45.36563982,-75.62563752,1579
16--11410,2016/11/03,2:15 PM,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD (0002715),2715,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,353673.6249,5018424.046,45.30406862,-75.87677749,1580
16--11411,2016/11/03,2:33 PM,LAURIER AVE @ NICHOLAS ST (0010711),10711,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.8491,5031799.005,45.42323653,-75.68762045,1581
16--11412,2016/11/03,3:30 PM,FALLOWFIELD RD @ HWY 416 FALLOWFI IC66R24 (0005506),5506,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360278.967,5014849.501,45.27141393,-75.79295384,1582
16--11413,2016/11/03,3:58 PM,MERIVALE RD @ WEST HUNT CLUB RD (0000584),584,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365612.6952,5021941.256,45.33478397,-75.72411468,1583
16--11414,2016/11/03,4:24 PM,JEANNE D'ARC BLVD @ GREY NUNS DR/YOUVILLE DR (0003147),3147,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,379669.7145,5036693.83,45.46615884,-75.54255,1584
16--11415,2016/11/03,4:27 PM,HAWTHORNE AVE @ MAIN ST (0006919),6919,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368970.4901,5030632.787,45.41268884,-75.68014892,1585
16--11416,2016/11/03,4:30 PM,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD (__3ZA4SE),__3ZA4SE,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370728.6109,5030727.957,45.41338172,-75.6576766,1586
16--11417,2016/11/03,4:55 PM,BASELINE RD @ GREENBANK RD (0002357),2357,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360598.5125,5022583.258,45.34097735,-75.78801109,1587
16--11418,2016/11/03,5:11 PM,MONTEROSSA ST btwn UPCOUNTRY DR & EVELYN POWERS PRIV (__6K4GHM),__6K4GHM,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,350971.8485,5011929.011,45.24580704,-75.91183196,1588
16--11419,2016/11/03,5:25 PM,BESSERER ST btwn NELSON ST & FRIEL ST (__3ZA82K),__3ZA82K,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368706.2995,5032435.909,45.42893687,-75.68329002,1589
16--1142,2016/01/24,1:40 PM,SUSSEX DR btwn GEORGE ST & RIDEAU ST (__3ZA3UZ),__3ZA3UZ,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,367873.4833,5032122.375,45.4261914,-75.69397234,1590
16--11420,2016/11/03,5:41 PM,GREGOIRE RD @ MARVELVILLE RD (0001674),1674,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,393291.4957,5008914.702,45.21463892,-75.37335149,1591
16--11421,2016/11/03,5:42 PM,CARLING AVE @ CROYDON AVE (0002642),2642,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,360658.9001,5025042.737,45.36310287,-75.78696276,1592
16--11422,2016/11/03,6:15 AM,MUSTANG ST @ NAVAN RD (0004706),4706,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,387695.7961,5032042.76,45.42340689,-75.44071109,1593
16--11423,2016/11/03,6:15 AM,MITCH OWENS RD @ STAGECOACH RD (0003576),3576,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,375399.7547,5014482.388,45.26675533,-75.60032196,1594
16--11424,2016/11/03,6:40 PM,FRASER AVE @ BYRON AVE (0006220),6220,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,362504.0299,5027656.409,45.38647094,-75.76310627,1595
16--11425,2016/11/03,6:43 AM,DWYER HILL RD @ ROGER STEVENS DR (0003690),3690,02 - Intersection related,03 - P.D. only,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,1,0,0,0,,0,,,,,354336.542,4989351.686,45.04241726,-75.87121014,1596
16--11426,2016/11/03,6:59 AM,MARCH RD @ HUNTMAR DR (0011897),11897,03 - At intersection,03 - P.D. only,05 - Turning movement,02 - Rain,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,344140.9802,5023547.684,45.35077156,-75.99792266,1597
16--11427,2016/11/03,7:05 AM,INNES RD @ PAGE RD (0012476),12476,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,380887.0904,5034540.774,45.44665581,-75.52731731,1598
16--11428,2016/11/03,7:13 AM,INDUSTRIAL AVE @ RUSSELL RD (0007732),7732,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,03 - Dawn,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372465.5091,5030278.894,45.40917546,-75.63554963,1599
16--11429,2016/11/03,7:13 PM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),11858,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,351270.5462,5018179.705,45.30203307,-75.90744208,1600
16--1170,2016/01/25,10:57 AM,COBOURG ST @ ST. PATRICK ST (0011483),11483,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368802.2399,5033235.371,45.43612135,-75.68196013,1601
16--1152,2016/01/24,2:10 AM,DALHOUSIE ST @ YORK ST (0008500),8500,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368093.4876,5032419.37,45.42884378,-75.69112297,1602
16--11700,2016/11/10,7:30 PM,BLOHM DR @ HUNT CLUB RD (0011392),11392,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,375129.733,5026189.764,45.37212086,-75.60210017,1603
16--11701,2016/11/10,7:42 PM,BANK ST @ RIDGEMONT AVE (0006859),6859,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,3,0,0,0,,0,,,,,370079.7209,5026627.117,45.37654464,-75.66650875,1604
16--11702,2016/11/10,8:50 PM,BASELINE RD @ MERIVALE RD (0002342),2342,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365054.6964,5025323.859,45.3652683,-75.73082116,1605
16--11520,2016/11/05,9:50 AM,MANDALAY ST btwn SWEETFERN CRES & SWEETVALLEY DR (e___2HCQ),e___2HCQ,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,07 - Mud,10 - No control,,1,0,0,0,,0,,,,,384700.725,5034161.276,45.44281591,-75.47863377,1606
16--11703,2016/11/10,8:58 PM,HAZELDEAN RD @ HUNTMAR DR/IBER RD (0000075),75,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,350941.4707,5016079.442,45.28315599,-75.91183337,1607
16--11521,2016/11/06,1:11 AM,SAUMURE RD btwn RUSSELL RD & DEVINE RD (__3ZA3KQ),__3ZA3KQ,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,400973.3877,5027236.771,45.3784704,-75.27201624,1608
16--11522,2016/11/06,1:31 AM,ROBERTSON RD btwn HAANEL DR & MILL HILL RD (__3ZA41V),__3ZA41V,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,355163.2007,5019306.928,45.31190773,-75.85769431,1609
16--11523,2016/11/06,10:16 PM,MARCH RD btwn UPPER DWYER HILL RD & PETER ROBINSON RD (__3ZA2RI),__3ZA2RI,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,334121.3497,5014336.327,45.26837327,-76.12633699,1610
16--11524,2016/11/06,11:17 PM,MEADOWLANDS DR @ MERIVALE RD (0000625),625,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364858.0413,5023725.291,45.3509015,-75.73352556,1611
16--11525,2016/11/06,11:25 PM,MEADOWLANDS DR @ NESS ST (0001669),1669,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,1,0,0,1,03 - Major,1,,,1,,366415.4142,5024944.619,45.36173768,-75.71349989,1612
16--11526,2016/11/06,11:31 AM,DONALD ST btwn BRANT ST & AVE. PAUL EMILE LAMARCHE AVE (__3ZA81Q),__3ZA81Q,04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,02 - Minor,1,,1,,,371352.3025,5032386.727,45.42824757,-75.64948494,1613
16--11527,2016/11/06,11:47 AM,KING EDWARD AVE @ WILBROD ST (0002259),2259,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368676.5367,5032139.997,45.42627708,-75.68370872,1614
16--11528,2016/11/06,12:08 AM,SPEEDWAY RD btwn SPRUCE RIDGE RD & END (__7JQ7KY),__7JQ7KY,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,345734.6851,5011409,45.24145181,-75.97858632,1615
16--11529,2016/11/06,12:28 PM,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL (0002699),2699,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,351776.5105,5017613.231,45.29690214,-75.90104442,1616
16--1153,2016/01/24,2:25 PM,KINBURN SIDE RD btwn CARP RD & LIMESTONE RD (__3ZA4Q4),__3ZA4Q4,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,332842.241,5031272.398,45.42082475,-76.14167711,1617
16--11530,2016/11/06,12:37 AM,CHARLOTTE ST @ RIDEAU ST (0002622),2622,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,369250.8067,5032859.812,45.43270102,-75.67627656,1618
16--11531,2016/11/06,12:42 PM,GREENBANK RD btwn MEADOWBANK DR & HARRISON ST (__3ZA4LE),__3ZA4LE,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,360783.9507,5022137.864,45.33695493,-75.78569548,1619
16--11532,2016/11/06,12:47 PM,FROBISHER LANE @ OLD RIVERSIDE DR (0011374),11374,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,370170.7081,5029578.051,45.40308764,-75.66495624,1620
16--11533,2016/11/06,12:53 PM,KATIMAVIK RD btwn PALLADIUM DR & DAVIS AVE (__3ZACYZ),__3ZACYZ,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,2,2,,,,351301.188,5018226.91,45.3024558,-75.90704695,1621
16--11534,2016/11/06,2:31 PM,JEANNE D'ARC BLVD @ FORTUNE DR/VINEYARD DR (0004393),4393,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,379237.9004,5037375.184,45.4723353,-75.54796816,1622
16--11535,2016/11/06,2:40 PM,CLEROUX CRES E @ INNES RD E (0003626),3626,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,379411.9055,5033668.047,45.43896267,-75.54630545,1623
16--11536,2016/11/06,3:11 PM,CYRVILLE RD @ INNES RD (0009352),9352,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,375046.8965,5031119.15,45.4164813,-75.60245575,1624
16--11537,2016/11/06,3:21 PM,ALBION RD @ LESTER RD (0004175),4175,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,372694.9627,5022332.715,45.33765667,-75.63371094,1625
16--11538,2016/11/06,3:30 PM,DUNROBIN RD btwn VANCES SIDE RD & PORCUPINE TR (__3ZA3H0),__3ZA3H0,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,340164.4048,5033673.245,45.44209639,-76.04794492,1626
16--11539,2016/11/06,3:45 PM,OGILVIE RD @ BATHGATE DR/CITYPARK DR W (0012430),12430,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,373829.4423,5032798.752,45.43171467,-75.61777392,1627
16--1154,2016/01/24,3:56 PM,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA (0001604),1604,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,369127.4639,5033487.099,45.43835646,-75.67777084,1628
16--11540,2016/11/06,4:07 PM,HWY 417 VANIER IC117R63 @ VANIER PKWY (0002101),2101,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,370800.2479,5031397.055,45.41939523,-75.65667183,1629
16--11541,2016/11/06,4:25 PM,HAWTHORNE RD @ HUNT CLUB RD (0007651),7651,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375506.9217,5026407.771,45.37404443,-75.59725399,1630
16--11542,2016/11/06,4:52 PM,VICTORIA ST btwn CARTWRIGHT RD & BOUNDARY RD (__3ZA3XB),__3ZA3XB,01 - Non intersection,03 - P.D. only,01 - Approaching,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,390741.3553,5013623.594,45.25732145,-75.40499965,1631
16--11543,2016/11/06,5:25 PM,KINBURN SIDE RD btwn DONALD B. MUNRO DR & MARY ST (__3ZA4R2),__3ZA4R2,04 - At/near private drive,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,3,1,2,,,328952.5781,5027826.762,45.38996446,-76.19154711,1632
16--11544,2016/11/06,6:10 PM,MURRAY ST @ SUSSEX DR (0011912),11912,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,4,4,,,,367707.4702,5032394.656,45.42865624,-75.69605886,1633
16--11545,2016/11/06,6:18 PM,HIGHWAY 417 btwn HWY417 IC117 RAMP51 & HWY417 IC117 RAMP35 (__3ZA2YN),__3ZA2YN,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,370797.9631,5031195.065,45.41757803,-75.65672808,1634
16--11546,2016/11/06,6:23 PM,INDUSTRIAL AVE btwn RUSSELL RD & ST. LAURENT BLVD (__3ZA3R7),__3ZA3R7,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,373001.5935,5029958.366,45.40623946,-75.6287461,1635
16--11547,2016/11/06,8:43 AM,MONTREAL RD @ VANIER PKWY (0004630),4630,03 - At intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,2,02 - Minor,3,2,1,,,370072.4903,5033064.933,45.4344704,-75.66574883,1636
16--11548,2016/11/07,10:15 AM,LAURIER AVE   W btwn BRONSON AVE & PERCY ST (__3ZA33Z),__3ZA33Z,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,1,0,0,01 - Minimal,1,1,,,,366850.5846,5030887.694,45.4151736,-75.70719838,1637
16--11549,2016/11/07,10:20 AM,OLD INNES RD @ BANTREE ST (0007674),7674,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,373727.0318,5030348.086,45.40967491,-75.61942546,1638
16--1155,2016/01/24,4:04 PM,ROYDON PL btwn WOODFIELD DR & WEST HUNT CLUB RD (__3ZAYGP),__3ZAYGP,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365541.9018,5022348.717,45.33845638,-75.72496781,1639
16--11550,2016/11/07,10:29 PM,COLONEL BY DR @ HAWTHORNE AVE/PRETORIA BRIDGE (0002122),2122,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368767.4907,5030524.908,45.41173677,-75.6827562,1640
16--11551,2016/11/07,12:34 PM,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL (0002699),2699,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,351779.299,5017612.953,45.29689945,-75.9010089,1641
16--11552,2016/11/07,12:40 PM,VANIER PKWY NB btwn BEECHWOOD AVE/ ST. PATRICK ST/CRICHTON ST & DESCHA (__3ZA4SV),__3ZA4SV,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,369197.9433,5033458.748,45.43809488,-75.67687378,1642
