Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
18--14283,12/23/2018,12:27 PM,MER BLEUE RD @ 210 S OF INNES RD (0012453),12453,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,382729.7814,5035375.907,45.45396662,-75.50363194,4297
18--14284,12/23/2018,12:46 AM,RIVERSIDE DR btwn FROBISHER LANE & END (__3ZA241),__3ZA241,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,370052.4519,5029323.45,45.40080786,-75.66650037,4298
18--14285,12/23/2018,2:20 PM,WOODROFFE AVE btwn HWY417 IC127 RAMP26 & HWY417 IC127 RAMP63 (__3ZA4MC),__3ZA4MC,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,362089.8343,5024921.319,45.36189487,-75.76871248,4299
18--14286,12/23/2018,2:41 PM,BANK ST @ ST. BERNARD ST (0012406),12406,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373004.6154,5023708.576,45.35000614,-75.62957076,4300
18--14287,12/23/2018,2:58 PM,INNES RD btwn BLAIR RD & ANDERSON RD (__3ZA3JZ),__3ZA3JZ,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,375628.9703,5031473.721,45.41961286,-75.59496856,4301
18--14288,12/23/2018,3:12 PM,BYWARD MARKET @ YORK ST (0007624),7624,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367944.5435,5032328.489,45.42803953,-75.69303791,4302
18--14289,12/23/2018,4:04 PM,MEADOWLANDS DR @ MERIVALE RD (0000625),625,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,364858.7122,5023725.628,45.35090447,-75.73351695,4303
18--1429,1/29/2018,3:53 PM,ST. LAURENT BLVD @ MCARTHUR AVE (0008246),8246,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371921.7188,5032887.575,45.43269956,-75.64214055,4304
18--14290,12/23/2018,4:10 PM,HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP16 (__3ZA2SJ),__3ZA2SJ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,00 - Unknown,10 - No control,,3,0,0,0,,0,,,,,361794.0078,5024598.835,45.3590173,-75.77252549,4305
18--14291,12/23/2018,4:31 PM,KANATA AVE @ TERRY FOX DR (0012691),12691,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,349305.6678,5019211.721,45.31144669,-75.93240282,4306
18--14292,12/23/2018,5:00 PM,SECOND AVE btwn PERCY ST & LYON ST S (__3ZA92J),__3ZA92J,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,368016.1102,5029455.722,45.40218484,-75.69249191,4307
18--14293,12/23/2018,5:00 PM,WOODROFFE AVE btwn 260 N OF FALLOWFIELD RD/TRANSITWAY & FALLOWFIELD RD (__3ZA3IOB),__3ZA3IOB,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365055.326,5017980.256,45.29919132,-75.7317071,4308
18--14294,12/23/2018,5:16 PM,ALDERWOOD ST @ TRAPPER'S RD (0009613),9613,03 - At intersection,02 - Non-fatal injury,02 - Angle,03 - Snow,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,372097.7097,5023336.503,45.34674596,-75.64119403,4309
18--14295,12/23/2018,5:19 PM,MERIVALE RD @ 210 S OF MEADOWLANDS DR (0005419),5419,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364943.5951,5023530.754,45.34914375,-75.73245746,4310
18--14296,12/23/2018,5:30 PM,BANK ST btwn PARKWAY RD & MEADOW DR (__3ZA28M),__3ZA28M,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,378914.5283,5014117.153,45.26310752,-75.5555924,4311
18--14297,12/23/2018,5:50 PM,BANK ST btwn WALKLEY RD & SURREY AVE (__3ZA4TW),__3ZA4TW,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370348.1754,5025916.515,45.37012581,-75.6631758,4312
18--14298,12/23/2018,6:07 AM,RICHMOND RD btwn WEST HUNT CLUB RD & STONEHAVEN DR (__3ZA41H),__3ZA41H,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,357085.8439,5017878.432,45.29891341,-75.83332626,4313
18--14299,12/23/2018,6:17 PM,CARLING AVE @ KIRKWOOD AVE S (0002209),2209,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364351.5207,5027337.505,45.38344686,-75.73955392,4314
18--143,1/2/2018,8:00 AM,OLD MONTREAL RD btwn KING ARTHUR ST & QUIGLEY HILL RD (__3ZA3M1),__3ZA3M1,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,387353.5931,5041043.516,45.50442681,-75.44357164,4315
18--1430,1/29/2018,4:18 PM,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD (0012421),12421,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,379860.7427,5036471.581,45.46413872,-75.54014138,4316
18--14300,12/23/2018,6:51 PM,CHAMPLAIN ST @ JEANNE D'ARC BLVD (0004106),4106,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,381379.5772,5038723.579,45.48423545,-75.5203707,4317
18--14301,12/23/2018,7:34 PM,RIVERSIDE DR btwn MOONEY'S BAY PL & WALKLEY RD (__3ZA36Q),__3ZA36Q,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,368422.5875,5024871.635,45.3609017,-75.68789094,4318
18--14302,12/23/2018,8:24 PM,EAGLESON RD @ FALLOWFIELD RD (0000118),118,02 - Intersection related,03 - P.D. only,07 - SMV other,05 - Drifting Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,355961.6343,5012594.405,45.25144941,-75.84820416,4319
18--14303,12/23/2018,8:28 PM,CARLING AVE @ WOODROFFE AVE W (0011470),11470,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,361767.4824,5025725.732,45.36915919,-75.77273412,4320
18--14304,12/23/2018,8:45 PM,BEATRICE DR @ STRANDHERD DR (0005447),5447,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365527.198,5015321.462,45.275227,-75.72601642,4321
18--14305,12/23/2018,9:12 AM,HIGHWAY 417 btwn HWY417 IC127 RAMP25 & HWY417 IC126 RAMP51 (__3ZA2XA),__3ZA2XA,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,363214.0776,5025893.692,45.3705514,-75.7542481,4322
18--14306,12/23/2018,9:25 PM,MARAVISTA DR @ STRANDHERD DR (0013565),13565,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,361288.4381,5014584.958,45.26895318,-75.78011984,4323
18--14307,12/23/2018,9:50 AM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383951.8457,5036159.463,45.460879,-75.4878836,4324
18--14308,12/24/2018,1:04 PM,HUNT CLUB RD @ BRIDLE PATH DR/DAZE ST (0008214),8214,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371291.6388,5023864.522,45.35157379,-75.65140841,4325
18--14309,12/24/2018,1:45 PM,ST. LAURENT BLVD @ WALKLEY RD (0007653),7653,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373902.4734,5028046.879,45.38895244,-75.61750678,4326
18--1431,1/29/2018,4:25 PM,BASELINE RD btwn 207 E OF CLYDE AVE & LOBLAWS SC (__3ZA4ISB),__3ZA4ISB,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,5,0,0,0,,0,,,,,364648.1699,5025070.773,45.3630259,-75.73604085,4327
18--14400,12/27/2018,4:49 PM,HUNT CLUB RD @ UPLANDS DR (0010844),10844,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370156.7273,5023121.492,45.3449949,-75.66598922,4328
18--13688,12/12/2018,7:45 PM,TENTH LINE RD @ LAKEPOINTE DR (0013369),13369,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,384262.2198,5035420.721,45.45419724,-75.48403484,4329
18--14401,12/27/2018,5:01 PM,RIVERSIDE DR btwn HUNT CLUB RD & KIMBERWICK CRES (__3ZBOEN),__3ZBOEN,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,4,0,0,0,,0,,,,,368113.8272,5022383.788,45.33854457,-75.69215023,4330
18--14318,12/24/2018,3:40 PM,GLEESON WAY @ PALMADEO DR (0009719),9719,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,03 - Loose snow,03 - Yield sign,00 - Unknown,2,0,0,0,,0,,,,,365155.5245,5015728.483,45.27892136,-75.73070358,4331
18--13777,12/14/2018,1:18 AM,GLADWIN CRES btwn BOURASSA ST & END (__3ZBOZY),__3ZBOZY,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,373343.8225,5029761.109,45.4044312,-75.62440216,4332
18--13689,12/12/2018,7:50 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62 (__3ZA2YZ),__3ZA2YZ,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364739.9758,5027999.591,45.38937105,-75.73451356,4333
18--14402,12/27/2018,5:40 PM,CYRVILLE RD @ MEADOWBROOK RD (0012477),12477,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374629.7323,5031242.556,45.4176334,-75.60776772,4334
18--14319,12/24/2018,4:40 PM,RICHMOND RD btwn EDGEWORTH AVE/MCEWEN AVE & REGINA LANE (__3ZA4L9),__3ZA4L9,04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,361064.484,5025869.314,45.37050792,-75.78169177,4335
18--14403,12/27/2018,5:53 PM,JOCKVALE RD @ LONGFIELDS DR (0013613),13613,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,364829.2929,5014001.028,45.26340567,-75.73507021,4336
18--13864,12/14/2018,7:05 PM,CARLING AVE btwn PRESTON ST & BOOTH ST (__3ZA25F),__3ZA25F,01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,07 - Dark,08 - Loose sand or gravel,10 - No control,,2,0,0,0,,0,,,,,366859.1046,5028935.734,45.39760966,-75.70733522,4337
18--1432,1/29/2018,4:27 PM,LAROSE AVE @ MERIVALE RD (0011410),11410,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,364846.6985,5026967.543,45.38007574,-75.73327629,4338
18--13778,12/14/2018,1:30 PM,HAWTHORNE RD/RUSSELL RD @ WALKLEY RD (0002618),2618,02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374674.559,5028499.593,45.39294914,-75.60758373,4339
18--14041,12/18/2018,6:53 AM,SNAKE ISLAND RD btwn 5TH LINE RD & GREY'S CREEK RD (__3ZA2CW),__3ZA2CW,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,381027.0641,5008468.486,45.21205758,-75.52954274,4340
18--13953,12/16/2018,4:40 PM,PINECREST RD @ BASELINE RD (0002657),2657,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,360782.6803,5022694.636,45.34196486,-75.78564869,4341
18--1369,1/27/2018,3:00 PM,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP56 (__3ZAZ6U),__3ZAZ6U,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375603.806,5033464.645,45.43752859,-75.59500383,4342
18--13954,12/16/2018,5:00 PM,DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD (__3ZBOCI),__3ZBOCI,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,354426.9511,4989255.963,45.04154956,-75.87007206,4343
18--14404,12/27/2018,6:29 AM,HUNT CLUB RD EB btwn 275 E OF HAWTHORNE RD/OC TRANSPO TURNAROUND & HAWTHORNE RD (e___2HF3A),e___2HF3A,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375552.123,5026425.533,45.37419968,-75.59667441,4344
18--13865,12/14/2018,7:14 PM,CLEARBROOK DR btwn ROSWELL DR & PAUL METIVIER DR (__4FP80W),__4FP80W,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,366080.1931,5014779.66,45.27030391,-75.71903588,4345
18--13779,12/14/2018,1:30 PM,FALLOWFIELD RD btwn MCCAFFREY TR & DWYER HILL RD (__3ZAC6M),__3ZAC6M,01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,343456.6182,5001793.162,45.1550517,-76.00834829,4346
18--14320,12/24/2018,5:47 PM,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16 (__3ZA2W5),__3ZA2W5,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,383729.6576,5025339.541,45.36355537,-75.49245688,4347
18--14405,12/27/2018,6:31 PM,PRINCE OF WALES DR btwn STRANDHERD DR & BARNSTONE DR (__3ZA1YI),__3ZA1YI,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,367229.0883,5014964.271,45.27186398,-75.70437238,4348
18--13690,12/12/2018,7:58 AM,COLONEL BY DR @ OTTAWA UNIV. PED. XING (0008861),8861,03 - At intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,368729.7094,5031492.576,45.42044696,-75.68311331,4349
18--13955,12/16/2018,5:03 PM,RUSSELL RD S @ ST. LAURENT BLVD (0007734),7734,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,373569.8429,5029260.545,45.3999052,-75.62158506,4350
18--14042,12/18/2018,6:54 PM,LAURIER AVE @ NICHOLAS ST (0010711),10711,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.3866,5031798.167,45.42322903,-75.68762647,4351
18--14406,12/27/2018,6:57 AM,WOODROFFE AVE @ CRESTHAVEN DR/PAUL METIVIER (0010547),10547,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,366326.8381,5014853.342,45.27094536,-75.71588377,4352
18--13691,12/12/2018,8:00 AM,LAURIER AVE @ NICHOLAS ST (0010711),10711,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.6325,5031798.21,45.4232294,-75.68762332,4353
18--1378,1/27/2018,5:42 PM,INNES RD @ SOUTHPARK DR (0004142),4142,03 - At intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,377839.391,5032754.562,45.43090977,-75.56653825,4354
18--14321,12/24/2018,5:57 AM,RIDDELL DR btwn MARCH VALLEY RD & SIXTH LINE RD (__3ZA42B),__3ZA42B,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,350002.5981,5028928.543,45.39883616,-75.9226266,4355
18--13866,12/14/2018,7:15 AM,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HWY417 IC88 RAMP16 (__3ZA27Z),__3ZA27Z,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,393405.6651,5022633.743,45.33805531,-75.36944959,4356
18--14322,12/24/2018,6:07 PM,PRINCE OF WALES DR @ RIDEAU HEIGHTS DR/WELLSME (0009786),9786,03 - At intersection,02 - Non-fatal injury,02 - Angle,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,367388.0965,5022362.009,45.33841372,-75.701412,4357
18--14407,12/27/2018,7:36 PM,CAMPEAU DR @ JOURNEYMAN ST (0016431),16431,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,1,1,,,348792.792,5017828.374,45.29903122,-75.93906618,4358
18--13780,12/14/2018,1:35 PM,ST. LAURENT BLVD @ WALKLEY RD (0007653),7653,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373902.7624,5028046.944,45.388953,-75.61750308,4359
18--13692,12/12/2018,8:04 AM,RICHMOND RD @ WEST HUNT CLUB RD (0000598),598,03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,357145.6341,5018152.426,45.30137439,-75.83253502,4360
18--14323,12/24/2018,6:07 PM,BANK ST @ CAHILL DR/DAZE ST (0012178),12178,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,371306.8156,5024316.727,45.35564114,-75.65115391,4361
18--13867,12/14/2018,7:16 PM,BANK ST btwn ALTA VISTA DR & ERIE AVE (__3ZA36X),__3ZA36X,04 - At/near private drive,02 - Non-fatal injury,04 - Sideswipe,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,370147.7343,5026444.73,45.37489724,-75.66566458,4362
18--14043,12/18/2018,7:00 PM,TOTTERIDGE AVE btwn UPNEY DR & FAIRLOP WAY (__4O3J7G),__4O3J7G,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364735.0622,5016148.784,45.28273919,-75.73601159,4363
18--13956,12/16/2018,5:08 PM,MANN AVE @ RUSSELL AVE (0006976),6976,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,369470.796,5031504.491,45.42048605,-75.67364321,4364
18--14408,12/27/2018,8:00 AM,COLONNADE RD @ MERIVALE RD (0004569),4569,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365363.5616,5022544.544,45.34023383,-75.72721915,4365
18--13781,12/14/2018,1:43 PM,MONTREAL RD btwn THOMSON ST & AVIATION PKWY (__3ZA3UF),__3ZA3UF,01 - Non intersection,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,372105.5382,5034088.061,45.44348328,-75.63962733,4366
18--13693,12/12/2018,8:13 AM,BLAIR RD @ OGILVIE RD (0004120),4120,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,4,0,0,0,,0,,,,,374507.7826,5033198.707,45.43524596,-75.60904886,4367
18--14324,12/24/2018,6:16 AM,GREENBANK RD btwn JOCKVALE RD & CAMBRIAN RD (__3ZA2WE),__3ZA2WE,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,364395.699,5013343.169,45.2575231,-75.74067375,4368
18--13868,12/14/2018,7:16 PM,STITTSVILLE MAIN ST @ HAZELDEAN RD (0000050),50,03 - At intersection,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,349558.5382,5014878.903,45.27244255,-75.92956901,4369
18--13957,12/16/2018,6:05 PM,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD (0012475),12475,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,382637.748,5035567.623,45.45570177,-75.50477811,4370
18--14044,12/18/2018,7:02 AM,FALLOWFIELD RD btwn KIMINI DR & SHEA RD (__3ZA42K),__3ZA42K,04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,353165.527,5010288.461,45.23089751,-75.88404851,4371
18--14409,12/27/2018,8:00 PM,BEGIN ST btwn MONTREAL RD & LEVIS AVE (__3ZA8TP),__3ZA8TP,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,370479.8191,5033269.353,45.43627154,-75.66051603,4372
18--13694,12/12/2018,8:15 AM,BANK ST @ CENOTE RD (0010796),10796,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,380723.9125,5012599.541,45.24925979,-75.53277136,4373
18--13782,12/14/2018,1:44 PM,MERIVALE RD btwn CALDWELL AVE & CENTRAL PARK DR (__3ZA3GW),__3ZA3GW,01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,364943.3074,5025951.082,45.37092152,-75.73216661,4374
18--13869,12/14/2018,7:20 PM,WHITESTONE DR btwn STATE ST & CEDAR PARK ST (__3ZACFS),__3ZACFS,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,364357.379,5025811.817,45.36971847,-75.73966312,4375
18--14325,12/24/2018,7:32 AM,MARCH RD btwn GOLDEN LINE RD & BURNT LANDS RD (__3ZA2QG),__3ZA2QG,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,03 - Dawn,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,332964.3843,5013467.15,45.26059915,-76.14113002,4376
18--14045,12/18/2018,7:05 PM,CARLING AVE @ KIRKWOOD AVE N (0002358),2358,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,364275.5939,5027493.545,45.38485733,-75.74050458,4377
18--1441,1/29/2018,8:17 AM,HAWTHORNE AVE @ MAIN ST (0006919),6919,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368970.7093,5030632.568,45.41268685,-75.68014615,4378
18--13695,12/12/2018,8:32 AM,MITCH OWENS RD btwn RIVER RD & SPRATT RD (__3ZA38F),__3ZA38F,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,369612.3438,5010836.172,45.23450418,-75.67454039,4379
