Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
15--1251,2015/01/20,4:00 PM,LEWIS ST btwn O'CONNOR ST & METCALFE ST (__3ZA9T9),__3ZA9T9,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,368113.0013,5030916.346,45.41531832,-75.69106678,2867
15--12080,2015/10/15,7:04 PM,CARP HIGHLANDS CRT @ HIDDEN LAKE CRES (0014111),14111,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,05 - Dusk,02 - Wet,02 - Stop sign,01 - Functioning,2,1,0,0,,0,,,,,340687.5441,5023880.751,45.35395385,-76.04197044,2868
15--12081,2015/10/15,7:35 AM,BANK ST @ MITCH OWENS RD (0001640),1640,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377758.7657,5015947.099,45.27969349,-75.57004892,2869
15--11920,2015/10/11,5:38 PM,CONSTANCE BAY RD SOUTH EXTENSION @ DUNROBIN RD (0014569),14569,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,00 - Unknown,1,0,0,0,,0,,,,,336795.6011,5037200.646,45.4739992,-76.09077687,2870
15--12082,2015/10/15,7:43 AM,OKANAGAN DR @ SIOUX CRES W (0001305),1305,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,03 - Yield sign,01 - Functioning,2,0,0,0,,0,,,,,359360.5444,5021987.281,45.33571211,-75.80387209,2871
15--12083,2015/10/15,7:51 PM,WOODFIELD DR btwn DOWNSVIEW CRES & MERIVALE RD (__3ZA00W),__3ZA00W,04 - At/near private drive,03 - P.D. only,01 - Approaching,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,365327.9444,5022255.032,45.33763191,-75.727709,2872
15--11921,2015/10/11,6:53 AM,HUNTMAR DR btwn BRADLEY SIDE RD & RICHARDSON SIDE RD (__3ZACWB),__3ZACWB,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,03 - Dawn,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,348075.252,5019133.363,45.3108185,-75.94810087,2873
15--12084,2015/10/15,7:52 PM,INNES RD @ EASTPARK DR E/RONDEL ST (0003146),3146,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,378795.4669,5033315.287,45.43585429,-75.55423675,2874
15--11922,2015/10/11,7:40 PM,STRANDHERD DR btwn CEDARVIEW RD & MADRID AVE (__6O5O8S),__6O5O8S,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363032.3881,5014083.24,45.26429646,-75.75795587,2875
15--12085,2015/10/15,8:00 PM,CARLING AVE EB btwn KIRKWOOD AVE & HWY417 IC124 RAMP55 (__3ZA4NS),__3ZA4NS,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364381.7041,5027378.039,45.38380901,-75.73916363,2876
15--11923,2015/10/12,1:40 PM,DONALD ST btwn BELGATE WAY & CUMMINGS AVE (__3ZBO2K),__3ZBO2K,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,372638.4475,5032409.413,45.42832813,-75.63304721,2877
15--12086,2015/10/15,8:26 AM,ANDERSON RD/WEIR RD @ RENAUD RD (0003583),3583,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,377767.7481,5031503.201,45.41965831,-75.56763912,2878
15--11924,2015/10/12,1:59 PM,CARLING AVE @ CROYDON AVE (0002642),2642,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,360660.122,5025041.436,45.36309106,-75.78694731,2879
15--12087,2015/10/15,8:28 AM,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD (__3ZA1NE),__3ZA1NE,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,363051.1262,5016807.05,45.28880384,-75.75739749,2880
15--11925,2015/10/12,11:43 AM,INNES RD @ BEARBROOK RD/GLEN PARK DR E (0003630),3630,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377992.323,5032840.046,45.43166292,-75.5645713,2881
15--11926,2015/10/12,11:53 AM,REGIONAL ROAD 174 btwn QUIGLEY HILL RD & REGIONAL ROAD 174 DIVIDED (__3ZA2Y5),__3ZA2Y5,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,388355.8966,5042392.309,45.51644237,-75.4305177,2882
15--11927,2015/10/12,12:30 PM,DALHOUSIE ST btwn GEORGE ST & RIDEAU ST (__3ZA8ZX),__3ZA8ZX,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368162.987,5032307.939,45.42783487,-75.69024921,2883
15--11928,2015/10/12,12:50 PM,LYON ST @ WELLINGTON ST (0002388),2388,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366935.271,5031426.526,45.42001434,-75.70604853,2884
15--11929,2015/10/12,2:17 PM,LYON ST @ WELLINGTON ST (0002388),2388,03 - At intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,366935.9917,5031425.806,45.42000779,-75.70603941,2885
15--1193,2015/01/19,2:56 PM,BLAIR RD @ REGIONAL RD 174 N/OR174 IC112 RAMP61 (0003617),3617,03 - At intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,374634.4458,5032992.06,45.43337402,-75.60745946,2886
15--11930,2015/10/12,2:45 PM,BANK ST @ CHAMBERLAIN AVE N/ISABELLA ST (0002132),2132,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368082.7121,5030167.284,45.40858124,-75.69154991,2887
15--11931,2015/10/12,2:45 PM,PRINCE OF WALES DR btwn GREENBANK RD & BARNSDALE RD (__3ZA296),__3ZA296,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,366483.2003,5010650.786,45.23311715,-75.71441275,2888
15--11932,2015/10/12,2:46 AM,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP54 (__3ZAZ6V),__3ZAZ6V,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,376379.4242,5034782.584,45.44930761,-75.58489963,2889
15--11933,2015/10/12,2:59 PM,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56 (__3ZA2XR),__3ZA2XR,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,5,0,0,0,,0,,,,,375824.8154,5029188.895,45.3990354,-75.59279561,2890
15--11934,2015/10/12,3:10 PM,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57 (__3ZA2R2),__3ZA2R2,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,368933.4458,5030692.162,45.41322647,-75.68061443,2891
15--11935,2015/10/12,3:31 PM,RIDEAU ST @ WURTEMBURG ST (0007118),7118,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,369356.7062,5032925.228,45.43327984,-75.67491466,2892
15--11936,2015/10/12,3:43 PM,KLONDIKE RD btwn MARCONI AVE & MARCH VALLEY RD (__3ZACV0),__3ZACV0,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,350006.7808,5024752.42,45.36125843,-75.92295556,2893
15--11937,2015/10/12,3:52 PM,RIDEAU ST btwn CUMBERLAND ST & KING EDWARD AVE (__3ZBOFX),__3ZBOFX,04 - At/near private drive,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368437.6753,5032369.516,45.42836398,-75.68673122,2894
15--11938,2015/10/12,4:15 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57 (__3ZA2R5),__3ZA2R5,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363668.1269,5026500.216,45.37597082,-75.74837962,2895
15--11939,2015/10/12,4:51 PM,BANK ST @ QUEENSDALE AVE (0009260),9260,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,373337.4636,5023445.153,45.34760351,-75.62535995,2896
15--1194,2015/01/19,3:13 PM,QUEEN MARY ST @ VANIER PKWY (0007648),7648,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370363.7105,5031958.067,45.42448404,-75.66217449,2897
15--11940,2015/10/12,5:00 PM,BANK ST @ CHAMBERLAIN AVE N/ISABELLA ST (0002132),2132,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368083.4341,5030167.104,45.40857955,-75.69154071,2898
15--11941,2015/10/12,6:39 PM,CARLING AVE @ KIRKWOOD AVE S (0002209),2209,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,364353.1419,5027337.189,45.38344388,-75.73953326,2899
15--11942,2015/10/12,6:49 AM,BANK ST @ HUNT CLUB RD (0002119),2119,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,371609.4572,5024096.146,45.35362766,-75.64732144,2900
15--11943,2015/10/12,7:43 PM,RAMSAYVILLE RD btwn RIDGE RD & RUSSELL RD (__3ZA2B5),__3ZA2B5,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,376794.1495,5028579.586,45.39345417,-75.58050476,2901
15--11944,2015/10/12,9:13 PM,FERNBANK RD btwn JINKINSON RD & BLACK'S SIDE RD (__3ZACRF),__3ZACRF,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,346742.4214,5008397.139,45.21429033,-75.96600446,2902
15--11945,2015/10/13,1:18 PM,ISLAND PARK DR btwn RICHMOND RD & BASSETT LANE (__3ZA235),__3ZA235,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364215.8853,5028689.217,45.39562084,-75.74112302,2903
15--11946,2015/10/13,1:56 PM,VANIER PKWY NB btwn BEECHWOOD AVE/ ST. PATRICK ST/CRICHTON ST & DESCHA (__3ZA4SV),__3ZA4SV,01 - Non intersection,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,369625.7336,5033372.278,45.43727733,-75.67141778,2904
15--11947,2015/10/13,10:04 PM,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57 (__3ZA2R2),__3ZA2R2,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368724.4803,5030580.944,45.41224489,-75.68329838,2905
15--11948,2015/10/13,10:21 AM,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR (0000114),114,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365234.9793,5021732.854,45.33294143,-75.72895882,2906
15--11949,2015/10/13,10:35 AM,RIVERSIDE DR @ UPLANDS DR/KIMBERWICK CRES N (0006890),6890,03 - At intersection,02 - Non-fatal injury,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,368193.9953,5022793.861,45.34222708,-75.69107489,2907
15--1195,2015/01/19,3:21 PM,APELDOORN AVE @ NORMANDY CRES N (0003371),3371,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367022.7124,5024997.031,45.36215564,-75.70574208,2908
15--11950,2015/10/13,10:45 AM,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD (__3ZA1NE),__3ZA1NE,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,361593.5242,5020228.966,45.31971363,-75.77558586,2909
15--11951,2015/10/13,11:34 AM,BOUNDARY RD @ MITCH OWENS RD (0001708),1708,02 - Intersection related,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,00 - Unknown,1,0,0,0,,0,,,,,388066.5528,5022162.109,45.3344659,-75.43764038,2910
15--11952,2015/10/13,Unknown,BAYSWATER PL btwn SHERWOOD DR & IRVING PL (__3ZBONZ),__3ZBONZ,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,366156.6073,5028896.42,45.39731783,-75.71631208,2911
15--11953,2015/10/13,Unknown,WOODCLIFFE PRIV btwn HIDDEN VALLEY PRIV & HIDDEN VALLEY PRIV (__4BZ0P8),__4BZ0P8,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,379945.2328,5036149.884,45.46123525,-75.53911027,2912
15--11954,2015/10/13,12:03 PM,BANK ST @ EXHIBITION WAY (0009013),9013,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,368528.6416,5029086.617,45.39881728,-75.6859933,2913
15--11955,2015/10/13,12:29 PM,PLEASANT PARK RD @ ST. LAURENT BLVD (0008363),8363,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,373597.7279,5028795.19,45.39571541,-75.62129382,2914
15--11956,2015/10/13,12:43 AM,FIFTH AVE btwn RALPH ST & MONK ST (__3ZBN6F),__3ZBN6F,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,368255.7966,5029313.433,45.40088289,-75.68944882,2915
15--11957,2015/10/13,12:43 PM,GREENBANK RD btwn CANFIELD RD & BELLMAN DR (__3ZA4YT),__3ZA4YT,04 - At/near private drive,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,361174.1742,5021195.676,45.32844588,-75.78082429,2916
15--11958,2015/10/13,12:55 PM,CONROY RD @ WALKLEY RD (0002648),2648,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372904.4433,5027464.612,45.38381121,-75.63033127,2917
15--11959,2015/10/13,2:08 PM,BRONSON AVE btwn RENFREW AVE & POWELL AVE (__3ZA3BZ),__3ZA3BZ,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,367370.2831,5029522.223,45.40284122,-75.7007323,2918
15--1196,2015/01/19,3:30 PM,INNES RD @ 298 E OF WILDFLOWER DR/LOBLAWS SC (0012918),12918,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,383190.7568,5035795.117,45.45768674,-75.49767224,2919
15--11960,2015/10/13,2:34 PM,BLACKBURN BYPASS @ NAVAN RD (0004201),4201,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,379619.1885,5033275.643,45.43540995,-75.54371596,2920
15--11961,2015/10/13,2:45 PM,MCKENNA CASEY DR btwn MOODIE DR & STRANDHERD DR (__3ZA1OJ),__3ZA1OJ,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,07 - Mud,10 - No control,,2,0,0,0,,0,,,,,361802.2655,5013542.253,45.25952938,-75.77369188,2921
15--11962,2015/10/13,2:46 PM,BRONSON AVE btwn BRONSON AVE NB ON RAMP 42 & BRONSON AVE SB ON RAMP 43 (__3ZA3NZ),__3ZA3NZ,07 - Overpass or bridge,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,367758.7187,5028421.081,45.39289864,-75.69591149,2922
15--11963,2015/10/13,3:10 PM,GLYNN AVE @ NORTH RIVER RD (0008538),8538,03 - At intersection,02 - Non-fatal injury,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,1,0,0,01 - Minimal,1,1,,,,370025.4335,5032065.946,45.42548631,-75.66648252,2923
15--11964,2015/10/13,3:12 PM,MONTREAL RD @ OGILVIE RD (0009279),9279,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375654.9152,5034555.415,45.44733751,-75.5941936,2924
15--11965,2015/10/13,3:15 PM,FITZGERALD RD @ ROBERTSON RD (0005301),5301,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,356789.5756,5020290.38,45.32063842,-75.83685054,2925
15--11966,2015/10/13,4:02 PM,TRIM RD @ DAIRY DR/TAYLOR CREEK DR (0012921),12921,03 - At intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,384534.3303,5039595.031,45.49172272,-75.47987892,2926
15--11967,2015/10/13,4:15 PM,LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE (0011416),11416,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,1,0,0,,0,,,,,368076.5037,5031622.721,45.42167734,-75.69144234,2927
15--11968,2015/10/13,4:40 PM,MEADOWLANDS DR btwn BAYNE AVE & MERIVALE RD (__3ZA4HT),__3ZA4HT,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364801.763,5023693.438,45.35061971,-75.73424759,2928
15--11969,2015/10/13,5:28 PM,APPLEFORD ST @ OGILVIE RD (0009519),9519,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,375315.2857,5033687.943,45.43956685,-75.59865917,2929
15--1197,2015/01/19,3:40 PM,ACACIA AVE @ GREEN AVE (0005902),5902,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,369557.7436,5034033.114,45.44322956,-75.67219976,2930
15--12088,2015/10/15,8:38 AM,ST. LAURENT BLVD @ TREMBLAY RD (0002573),2573,03 - At intersection,03 - P.D. only,05 - Turning movement,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372594.2725,5031241.216,45.41782153,-75.63377245,2931
15--12089,2015/10/15,8:55 AM,NAVAHO DR btwn BASELINE RD & NAVAHO DR (__3ZA2PQ),__3ZA2PQ,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363097.6116,5024075.206,45.35419855,-75.75594937,2932
15--1209,2015/01/19,6:30 AM,HIGHWAY 417 btwn HWY417 IC142 RAMP16 & HWY417 IC142 RAMP61 (__3ZAZW4),__3ZAZW4,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,348915.8676,5017247.736,45.29379874,-75.93754862,2933
15--12090,2015/10/15,9:12 AM,HIGHWAY 417 btwn HWY417 IC122 RAMP51 & HWY417 IC122 RAMP15 (__3ZA2R0),__3ZA2R0,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365309.2614,5028859.273,45.39705733,-75.72713851,2934
15--12091,2015/10/15,9:27 AM,BASELINE RD btwn NAVAHO DR & COLLEGE SQUARE SC (__3ZAZDQB),__3ZAZDQB,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,363080.9952,5024093.643,45.35436583,-75.75615926,2935
15--12092,2015/10/15,9:33 AM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,383951.7603,5036159.921,45.46088313,-75.48788462,2936
15--12093,2015/10/16,1:04 AM,CASTLEFRANK RD btwn CONNELLY PL & GLAMORGAN DR (__3ZA1ZV),__3ZA1ZV,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,353214.0762,5016340.927,45.28535605,-75.88284054,2937
15--12094,2015/10/16,1:29 PM,MILL HILL RD @ ROBERTSON RD (0000601),601,02 - Intersection related,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,02 - Minor,1,,1,,,356241.6562,5019958.386,45.31769146,-75.84387351,2938
15--12095,2015/10/16,1:30 PM,CEDARVIEW RD @ WEST HUNT CLUB RD (0010267),10267,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,359719.3981,5019554.117,45.31379041,-75.79956375,2939
15--12096,2015/10/16,10:15 PM,HWY417 IC119A RAMP75 btwn METCALFE ST & HIGHWAY 417 (__3ZAY9U),__3ZAY9U,01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,368506.4297,5030446.648,45.41105642,-75.68610127,2940
15--12097,2015/10/16,10:20 PM,KING EDWARD AVE @ RIDEAU ST (0002121),2121,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,368510.9865,5032412.508,45.42874413,-75.68578886,2941
15--12098,2015/10/16,10:32 PM,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY (__3ZA2TZ),__3ZA2TZ,01 - Non intersection,03 - P.D. only,99 - Other,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,367160.9841,5023965.935,45.35286576,-75.70410732,2942
15--12099,2015/10/16,10:55 AM,CARP RD @ CAVANMORE RD (0005679),5679,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,3,0,0,0,02 - Minor,2,1,1,,,345801.2835,5017622.832,45.29736263,-75.977225,2943
15--121,2015/01/04,1:25 PM,SNAKE ISLAND RD btwn 5TH LINE RD & GREY'S CREEK RD (__3ZA2CW),__3ZA2CW,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,380535.7286,5008175.291,45.2094725,-75.53584168,2944
15--1210,2015/01/19,6:51 PM,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD (0012421),12421,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,379861.7064,5036471.099,45.46413428,-75.54012913,2945
15--12100,2015/10/16,11:10 AM,COVENTRY RD @ VANIER PKWY (0002139),2139,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,370677.1056,5031609.901,45.42132194,-75.65821667,2946
15--12101,2015/10/16,11:13 PM,ELGIN ST @ SLATER ST (0002228),2228,03 - At intersection,03 - P.D. only,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,367889.987,5031646.215,45.42190558,-75.69382244,2947
15--12102,2015/10/16,11:45 AM,CALDWELL AVE @ MERIVALE RD (0011432),11432,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,01 - Minimal,1,1,,,,364907.398,5026229.331,45.37342823,-75.73259115,2948
