X,Y,Location,Geo_ID,Total_Collisions,F2015_Total,F2016_Total,F2017_Total,F2018_Total,F2019_Total,Total_Cyclists_Collisions,F2015_Cyclist,F2016_Cyclists,F2017_Cyclists,F2018_Cyclists,F2019_Cyclists,Total_Pedestrians,F2015_Pedestrians,F2016_Pedestrians,F2017_Pedestrians,F2018_Pedestrians,F2019_Pedestrians,Xcoord,Ycoord,Longitude,Latitude,ObjectId
-75.7043934188233,45.3084677894997,FALLOWFIELD RD btwn ASHDALE AVE & PRINCE OF WALES DR (__3ZA3IQ),__3ZA3IQ,15,3,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,367187.2937,5019031.899,-75.7043934188233,45.3084677894997,4064
-75.7037195975712,45.3506941722272,PRINCE OF WALES DR btwn TURN LANE & RIDEAU SHORE CRT (__3ZA2Y3),__3ZA2Y3,6,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,367193.7498,5023724.912,-75.7037195975712,45.3506941722272,4065
-75.7035592472121,45.3616773101975,CLAYMOR AVE btwn NORMANDY CRES & FALAISE RD (__3ZAAM8),__3ZAAM8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367194.2424,5024945.565,-75.7035592472121,45.3616773101975,4066
-75.7044119385018,45.3001017422444,MERIVALE RD btwn LEIKIN DR & BECKSTEAD RD (__3ZA1W2),__3ZA1W2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367195.0187,5018102.195,-75.7044119385018,45.3001017422444,4067
-75.7026661988352,45.419329972277,KENT ST btwn QUEEN ST & ALBERT ST (__3ZA1XM),__3ZA1XM,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,367200.7283,5031353.092,-75.7026661988352,45.419329972277,4068
-75.7033363122572,45.3702068780875,PRINCE OF WALES DR btwn DYNES RD & 187 N OF MEADOWLANDS DR (__3ZA36WB),__3ZA36WB,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,367202.3281,5025893.609,-75.7033363122572,45.3702068780875,4069
-75.7027669222696,45.4062914749098,BRONSON AVE btwn FLORA ST & ARLINGTON AVE (__3ZBODB),__3ZBODB,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367207.2049,5029904.064,-75.7027669222696,45.4062914749098,4070
-75.7037663150056,45.3347201621643,WEST HUNT CLUB RD EB btwn ANTARES DR/LASER ST & PRINCE OF WALES DR (__3ZA3KH),__3ZA3KH,10,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,367207.638,5021949.728,-75.7037663150056,45.3347201621643,4071
-75.7046077473953,45.2713245172539,PRINCE OF WALES DR btwn STRANDHERD DR & BARNSTONE DR (__3ZA1YI),__3ZA1YI,8,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,367211.2116,5014904.141,-75.7046077473953,45.2713245172539,4072
-75.7036982122971,45.3348178272413,WEST HUNT CLUB RD WB btwn ANTARES DR/LASER ST & PRINCE OF WALES DR (__3ZA3KI),__3ZA3KI,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367212.8685,5021960.634,-75.7036982122971,45.3348178272413,4073
-75.7025373638132,45.4158640538564,LYON ST    N btwn GLOUCESTER ST & NEPEAN ST (__3ZA3CN),__3ZA3CN,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367214.6296,5030968.029,-75.7025373638132,45.4158640538564,4074
-75.7026285951437,45.4052355140043,RAYMOND ST btwn HWY417 IC121A RAMP16 & BRONSON AVE (__3ZA890),__3ZA890,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,367219.1961,5029786.824,-75.7026285951437,45.4052355140043,4075
-75.7044361392256,45.2746724147913,LEN LUNNEY CRES btwn DRUMLINS AVE & COLLINGTON ST (__4NBBB1),__4NBBB1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367221.0066,5015276.312,-75.7044361392256,45.2746724147913,4076
-75.7025018819807,45.4106268194732,PERCY ST btwn GILMOUR ST & JAMES ST (__3ZA80Q),__3ZA80Q,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,367223.1764,5030386.05,-75.7025018819807,45.4106268194732,4077
-75.7024701268352,45.4119678460679,MACLAREN ST btwn PERCY ST & BAY ST (__3ZA80Z),__3ZA80Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367224.1846,5030535.101,-75.7024701268352,45.4119678460679,4078
-75.7024386811667,45.4133064448875,BAY ST btwn COOPER ST & SOMERSET ST W (__3ZA806),__3ZA806,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367225.1711,5030683.882,-75.7024386811667,45.4133064448875,4079
-75.7025776185203,45.399770605167,CARLING AVE btwn BOOTH ST & CAMBRIDGE ST S (__3ZA4S1),__3ZA4S1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367229.2055,5029179.557,-75.7025776185203,45.399770605167,4080
-75.7024526506311,45.4084698558119,GLADSTONE AVE btwn BRONSON AVE & PERCY ST (__3ZA3B9),__3ZA3B9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367229.4062,5030146.388,-75.7024526506311,45.4084698558119,4081
-75.7052269377546,45.2095749104499,FIRST LINE RD btwn ELIJAH CRT & CENTURY RD E (__3ZA2XW),__3ZA2XW,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,367230.2183,5008041.719,-75.7052269377546,45.2095749104499,4082
-75.7029833607005,45.3663289026227,GREENBRIAR AVE btwn SKEENA AVE & MONTAUK PRIV (__7M1A4Z),__7M1A4Z,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367234.241,5025462.932,-75.7029833607005,45.3663289026227,4083
-75.7022593146661,45.4172031793208,LAURIER AVE   W btwn LYON ST N & KENT ST (__3ZA3CQ),__3ZA3CQ,10,1,1,1,5,2,2,0,1,0,1,0,0,0,0,0,0,0,367234.9157,5031117.06,-75.7022593146661,45.4172031793208,4084
-75.704974878863,45.2224765467915,BANKFIELD RD btwn FIRST LINE RD & LOCKMASTER CRES (__3ZA2XX),__3ZA2XX,9,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,367235.897,5009475.606,-75.704974878863,45.2224765467915,4085
-75.7023887776818,45.4056402431024,BRONSON AVE btwn ARLINGTON AVE & RAYMOND ST (__3ZA3B3),__3ZA3B3,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367237.5234,5029831.987,-75.7023887776818,45.4056402431024,4086
-75.702381155143,45.40490337584,HIGHWAY 417 btwn HWY417 IC121A RAMP16 & HWY417 IC121A RAMP61 (__3ZA2YY),__3ZA2YY,100,13,18,25,26,18,0,0,0,0,0,0,0,0,0,0,0,0,367238.9319,5029750.106,-75.702381155143,45.40490337584,4087
-75.702151182875,45.4187233273887,KENT ST btwn ALBERT ST & SLATER ST (__3ZA1XL),__3ZA1XL,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367241.703,5031286.076,-75.702151182875,45.4187233273887,4088
-75.7039754540421,45.2864750495236,CRESTWAY DR btwn GRAND GALA DR & PRINCE OF WALES DR (__3ZADK2),__3ZADK2,4,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,367244.2038,5016588.249,-75.7039754540421,45.2864750495236,4089
-75.7022749963022,45.402804188356,CAMBRIDGE ST    S btwn PLYMOUTH ST & POWELL AVE (__3ZBOU2),__3ZBOU2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,367249.5551,5029516.909,-75.7022749963022,45.402804188356,4090
-75.7022870933315,45.4006223009693,BELL ST    S btwn MACLEAN ST & CARLING AVE (__3ZBOU3),__3ZBOU3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367251.012,5029274.43,-75.7022870933315,45.4006223009693,4091
-75.7040465170844,45.2739913615832,PRINCE OF WALES DR btwn BARNSTONE DR & FAIRPARK DR (__4N784B),__4N784B,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,367252.3239,5015200.931,-75.7040465170844,45.2739913615832,4092
-75.7020276121101,45.4152489861316,LYON ST    N btwn NEPEAN ST & LISGAR ST (__3ZA3CL),__3ZA3CL,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367255.2041,5030900.073,-75.7020276121101,45.4152489861316,4093
-75.7018763883711,45.4200892087598,QUEEN ST btwn KENT ST & BANK ST (__3ZA2FR),__3ZA2FR,11,4,0,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,367261.703,5031438.078,-75.7018763883711,45.4200892087598,4094
-75.7019926478602,45.4078387930669,MCLEOD ST btwn BRONSON AVE & PERCY ST (__3ZA89G),__3ZA89G,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367266.1093,5030076.616,-75.7019926478602,45.4078387930669,4095
-75.7030762767163,45.3303221348088,O'DONNELL CRT btwn MACFARLANE RD & END (__3ZA1IP),__3ZA1IP,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367266.5571,5021461.523,-75.7030762767163,45.3303221348088,4096
-75.7020046612174,45.4036764148346,PLYMOUTH ST btwn CAMBRIDGE ST S & BRONSON AVE (__3ZA893),__3ZA893,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367269.7568,5029614.048,-75.7020046612174,45.4036764148346,4097
-75.7019696719015,45.4049331034546,BRONSON AVE btwn RAYMOND ST & HWY417 IC121A RAMP51 (__3ZA3O9),__3ZA3O9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367271.1107,5029753.729,-75.7019696719015,45.4049331034546,4098
-75.7017412242596,45.4165978516718,GLOUCESTER ST btwn LYON ST N & KENT ST (__3ZA9NX),__3ZA9NX,6,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,367276.1314,5031050.193,-75.7017412242596,45.4165978516718,4099
-75.7024572460505,45.3563666154711,PRINCE OF WALES DR btwn BORDEN SIDE RD & NORMANDY CRES (__3ZA36O),__3ZA36O,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367286.4201,5024356.255,-75.7024572460505,45.3563666154711,4100
-75.7071084818154,45.4009449891254,ROCHESTER ST btwn BEECH ST & NORMAN ST (__3ZA3ZO),__3ZA3ZO,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366873.2041,5029306.559,-75.7071084818154,45.4009449891254,4101
-75.706855250347,45.4163039510016,SLATER ST btwn COMMISSIONER ST & BAY ST (__3ZA336),__3ZA336,5,0,0,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,366876.2019,5031013.573,-75.706855250347,45.4163039510016,4102
-75.7081530950973,45.3229106741502,TENNYSON ST btwn CORDELL CRT & DENEWOOD CRES (__3ZA5DQ),__3ZA5DQ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366876.7079,5020633.986,-75.7081530950973,45.3229106741502,4103
-75.7068004083703,45.4183957663123,BAY ST btwn SPARKS ST & QUEEN ST (__3ZA0XT),__3ZA0XT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366878.2019,5031246.076,-75.7068004083703,45.4183957663123,4104
-75.7069588729604,45.4059877639268,LEBRETON ST    N btwn GLADSTONE AVE & LOUISA ST (__3ZAAJR),__3ZAAJR,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366879.393,5029867.07,-75.7069588729604,45.4059877639268,4105
-75.7089026171924,45.2652575560954,PRINCE OF WALES DR btwn WOODROFFE AVE & ROCKY HILL DR (__4BRL82),__4BRL82,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366880.8242,5014226.63,-75.7089026171924,45.2652575560954,4106
-75.706940845598,45.4047097661829,ARLINGTON AVE btwn BOOTH ST & LEBRETON ST N (__3ZBOM0),__3ZBOM0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366882.2041,5029725.062,-75.706940845598,45.4047097661829,4107
-75.7073184735546,45.3755462248038,PRINCE OF WALES DR btwn BASELINE RD & TURN LANE (__3ZA4J1),__3ZA4J1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366884.5647,5026483.88,-75.7073184735546,45.3755462248038,4108
-75.7074336808554,45.3671814218394,BELLAMY ST btwn EIFFEL AVE & DEBRA AVE (__3ZAAQI),__3ZAAQI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366884.6931,5025554.229,-75.7074336808554,45.3671814218394,4109
-75.7068558565267,45.4081698103063,BELL ST    N btwn CHRISTIE ST & WILLOW ST (__3ZA0VR),__3ZA0VR,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366885.0666,5030109.637,-75.7068558565267,45.4081698103063,4110
-75.7067321333405,45.4146023553718,GLOUCESTER ST btwn BRONSON AVE & PERCY ST (__3ZA0XJ),__3ZA0XJ,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,366887.7025,5030824.572,-75.7067321333405,45.4146023553718,4111
-75.7076373419266,45.3477308059791,CITIPLACE DR btwn COLONNADE RD N & Continuation of CITIPLACE DR (__5Z1V0T),__5Z1V0T,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366890.0093,5023392.573,-75.7076373419266,45.3477308059791,4112
-75.7073584708961,45.3661568888856,DEBRA AVE btwn CLAYMOR AVE & BELLAMY ST (__3ZAAP7),__3ZAAP7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366891.7055,5025440.433,-75.7073584708961,45.3661568888856,4113
-75.7066963615458,45.4130778460321,BRONSON AVE btwn PRIMROSE AVE & LISGAR ST (__3ZA33R),__3ZA33R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366892.173,5030655.183,-75.7066963615458,45.4130778460321,4114
-75.7072814635937,45.3708968357282,MORLEY BLVD btwn GRIFFITH WAY & LEXINGTON ST (__3ZAA4D),__3ZAA4D,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366892.5513,5025967.232,-75.7072814635937,45.3708968357282,4115
-75.7073005866083,45.3690772163479,DYNES RD btwn CLAYMOR AVE & MORLEY BLVD (__3ZAAQE),__3ZAAQE,6,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,366893.0445,5025765.007,-75.7073005866083,45.3690772163479,4116
-75.7068722656001,45.3991121061652,ADELINE ST btwn NORFOLK AVE & ROCHESTER ST (__3ZA038),__3ZA038,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366893.7045,5029103.056,-75.7068722656001,45.3991121061652,4117
-75.7073080643253,45.3647126414503,MEADOWLANDS DR btwn APELDOORN AVE & CLAYMOR AVE (__3ZA4I5),__3ZA4I5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366897.2343,5025279.976,-75.7073080643253,45.3647126414503,4118
-75.7074928655863,45.3510935920608,VALLEY RIDGE ST btwn HOMESTEAD ST & HOMESTEAD ST (1) (__3ZA0A0),__3ZA0A0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366897.6531,5023766.382,-75.7074928655863,45.3510935920608,4119
-75.7087538014286,45.2554725484068,PRINCE OF WALES DR btwn MAPLEHILL WAY & LODGE RD (__3ZA29Y),__3ZA29Y,8,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366903.1694,5013139.379,-75.7087538014286,45.2554725484068,4120
-75.7066430951148,45.4066612483804,GLADSTONE AVE btwn LEBRETON ST N & BELL ST N (__3ZA31C),__3ZA31C,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,366903.3741,5029942.157,-75.7066430951148,45.4066612483804,4121
-75.707682430339,45.3283066866124,MACFARLANE RD btwn BRISBANE RD & GREENSIDE AVE (__3ZA3IG),__3ZA3IG,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366907.7085,5021233.991,-75.707682430339,45.3283066866124,4122
-75.7063544457093,45.4190034106625,SPARKS ST btwn BAY ST & LYON ST N (__5D2JML),__5D2JML,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366912.438,5031313.947,-75.7063544457093,45.4190034106625,4123
-75.7064008152917,45.4125792510359,BRONSON AVE btwn LISGAR ST & COOPER ST (__3ZA33P),__3ZA33P,8,3,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,366915.8521,5030600.003,-75.7064008152917,45.4125792510359,4124
-75.7064931817524,45.4052060790492,LEBRETON ST    N btwn LOUISA ST & ARLINGTON AVE (__3ZBOM8),__3ZBOM8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366916.7041,5029780.562,-75.7064931817524,45.4052060790492,4125
-75.7082928672171,45.2737237814267,CRESTHAVEN DR btwn VILLANDRY ST & BARNSTONE DR (__4N786J),__4N786J,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366919.4377,5015167.916,-75.7082928672171,45.2737237814267,4126
-75.7063343879596,45.4140467373621,NEPEAN ST btwn BRONSON AVE & PERCY ST (__3ZA40T),__3ZA40T,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366919.4425,5030763.134,-75.7063343879596,45.4140467373621,4127
-75.7064769215965,45.4027178447847,BOOTH ST btwn ORANGEVILLE ST & DANIEL MCCANN ST (__3ZA3Z3),__3ZA3Z3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366920.7041,5029504.061,-75.7064769215965,45.4027178447847,4128
-75.7062596049461,45.4177801061729,BAY ST btwn QUEEN ST & ALBERT ST (__3ZA0XR),__3ZA0XR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366921.2019,5031178.076,-75.7062596049461,45.4177801061729,4129
-75.7066869385363,45.3864854560783,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54 (__3ZA30ZA),__3ZA30ZA,16,2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,366922.0463,5027700.022,-75.7066869385363,45.3864854560783,4130
-75.7077704240092,45.3060880677498,MERIVALE RD btwn FALLOWFIELD RD & BOYCREST ST (__3ZA3IP),__3ZA3IP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366925.0864,5018764.84,-75.7077704240092,45.3060880677498,4131
-75.7085710241874,45.2453131797306,RIDEAU VALLEY DR btwn PRINCE OF WALES DR & BARNSDALE RD (__3ZA4J6),__3ZA4J6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366928.5909,5012010.555,-75.7085710241874,45.2453131797306,4132
-75.7076535677395,45.3070423033316,FALLOWFIELD RD btwn MERIVALE RD & ASHDALE AVE (__3ZA3I0),__3ZA3I0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366933.2075,5018870.971,-75.7076535677395,45.3070423033316,4133
-75.7061913974755,45.4112627154919,SOMERSET ST    W btwn CAMBRIDGE ST N & BRONSON AVE (__3ZA33K),__3ZA33K,8,1,3,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,366933.6871,5030453.86,-75.7061913974755,45.4112627154919,4134
-75.7061235227122,45.4101946693364,CAMBRIDGE ST    N btwn SOMERSET ST W & CHRISTIE ST (__3ZA0WR),__3ZA0WR,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366940.1711,5030335.222,-75.7061235227122,45.4101946693364,4135
-75.706216891835,45.4034989160426,ORANGEVILLE ST btwn BOOTH ST & LEBRETON ST S (__3ZAAHR),__3ZAAHR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366940.2041,5029591.061,-75.706216891835,45.4034989160426,4136
-75.7078438339852,45.2862069032165,AMBIANCE DR btwn Continuation of AMBIANCE DR & Continuation of AMBIANC (__4O3KK1),__4O3KK1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366941.0414,5016555.462,-75.7078438339852,45.2862069032165,4137
-75.7066023602329,45.3722463268447,VILLA CRES btwn PRINCE OF WALES DR & END (__3ZA0DV),__3ZA0DV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366944.2665,5026117.722,-75.7066023602329,45.3722463268447,4138
-75.7078522039202,45.2816630702348,CRESTHAVEN DR btwn WATERBRIDGE DR & DAYBREAK ST (__30LNG7),__30LNG7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366945.3459,5016050.517,-75.7078522039202,45.2816630702348,4139
-75.7059152707863,45.419630312355,LYON ST    N btwn WELLINGTON ST & SPARKS ST (__5D2JF0),__5D2JF0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366946.121,5031383.953,-75.7059152707863,45.419630312355,4140
-75.7067009509178,45.3632575002831,APELDOORN AVE btwn MEADOWLANDS DR & NORMANDY CRES (__3ZAAN8),__3ZAAN8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366946.3871,5025118.738,-75.7067009509178,45.3632575002831,4141
-75.7065115263211,45.3767462414174,PRINCE OF WALES DR btwn BASELINE RD/HERON RD & GREEN VALLEY CRES (__3ZA3G7),__3ZA3G7,10,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,366946.452,5026617.858,-75.7065115263211,45.3767462414174,4142
-75.7066129371682,45.3666870335067,DEBRA AVE btwn BELLAMY ST & END (__3ZA149),__3ZA149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366949.5264,5025499.922,-75.7066129371682,45.3666870335067,4143
-75.7060647959463,45.4056935345293,LOUISA ST btwn LEBRETON ST N & BELL ST N (__3ZAAJS),__3ZAAJS,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,366949.7041,5029835.063,-75.7060647959463,45.4056935345293,4144
-75.7077106890568,45.2876977343023,ROSETTA AVE btwn CORONET AVE & AMBIANCE DR (__3ATNZW),__3ATNZW,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366949.8579,5016721.235,-75.7077106890568,45.2876977343023,4145
-75.7059670523828,45.4118308115585,BRONSON AVE btwn COOPER ST & SOMERSET ST W (__3ZA33L),__3ZA33L,10,3,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,366950.6241,5030517.165,-75.7059670523828,45.4118308115585,4146
-75.7059771189247,45.4080189354388,ARTHUR ST btwn CHRISTIE ST & GLADSTONE AVE (__3ZAAK4),__3ZAAK4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366954.0171,5030093.549,-75.7059771189247,45.4080189354388,4147
-75.7066199013243,45.358260707589,ORTONA AVE btwn FALAISE RD & STORMONT ST (__3ZAA02),__3ZAA02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366958.2079,5024563.519,-75.7066199013243,45.358260707589,4148
-75.7064270180515,45.3712041001022,PRINCE OF WALES DR btwn VILLA CRES & MARYLAND AVE (__3ZA3G1),__3ZA3G1,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,366959.1422,5026002.037,-75.7064270180515,45.3712041001022,4149
-75.7057650322778,45.4184245655834,QUEEN ST btwn BAY ST & LYON ST N (__3ZA2FT),__3ZA2FT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366959.2019,5031250.076,-75.7057650322778,45.4184245655834,4150
-75.7063663690003,45.3752990342421,HERON RD btwn PRINCE OF WALES DR & TURN LANE (1) (__5FD1E6),__5FD1E6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366959.4064,5026457.145,-75.7063663690003,45.3752990342421,4151
-75.7063462661932,45.375144423857,HERON RD btwn PRINCE OF WALES DR & TURN LANE (2) (__5FD1F0),__5FD1F0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366961.1503,5026439.979,-75.7063462661932,45.375144423857,4152
-75.7057987843831,45.4132780448014,LISGAR ST btwn BRONSON AVE & PERCY ST (__3ZA0XH),__3ZA0XH,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366962.207,5030678.124,-75.7057987843831,45.4132780448014,4153
-75.7070611585975,45.3223940854978,TENNYSON ST btwn DENEWOOD CRES & FIFESHIRE CRES (__3ZA5DM),__3ZA5DM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366962.875,5020577.421,-75.7070611585975,45.3223940854978,4154
-75.7094264211822,45.1500095210033,STRATTON DR btwn PRINCE OF WALES DR & THIRD LINE RD S (__3ZAAZN),__3ZAAZN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366965.1326,5001419.328,-75.7094264211822,45.1500095210033,4155
-75.7056328752252,45.4197502523513,LYON ST    N btwn SPARKS ST & WELLINGTON ST (__5D2JZR),__5D2JZR,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,366968.09,5031397.5,-75.7056328752252,45.4197502523513,4156
-75.7056740393195,45.4158008204881,LAURIER AVE   W btwn PERCY ST & BAY ST (__3ZA331),__3ZA331,8,0,2,2,1,3,5,0,1,1,1,2,0,0,0,0,0,0,366969.2025,5030958.573,-75.7056740393195,45.4158008204881,4157
-75.7059112591054,45.3982343007255,CARLING AVE btwn PRESTON ST & BOOTH ST (__3ZA25F),__3ZA25F,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366969.904,5029006.249,-75.7059112591054,45.3982343007255,4158
-75.7058782624192,45.3989477237703,ROCHESTER ST btwn ADELINE ST & CARLING AVE (__3ZA4P6),__3ZA4P6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971.7049,5029085.556,-75.7058782624192,45.3989477237703,4159
-75.705750107763,45.4069855784516,GLADSTONE AVE btwn BELL ST N & ARTHUR ST (__3ZBODO),__3ZBODO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366972.9206,5029978.889,-75.705750107763,45.4069855784516,4160
-75.7057500806648,45.4063685896908,BELL ST    N btwn GLADSTONE AVE & LOUISA ST (__3ZAAJY),__3ZAAJY,5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366973.5996,5029910.324,-75.7057500806648,45.4063685896908,4161
-75.7058030786345,45.4015793195504,BOOTH ST btwn DANIEL MCCANN ST & NORMAN ST (__3ZA3ZT),__3ZA3ZT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366974.7045,5029378.059,-75.7058030786345,45.4015793195504,4162
-75.7076093626244,45.2712665617691,STRANDHERD DR btwn CRESTHAVEN DR & PRINCE OF WALES DR (__44Z9OP),__44Z9OP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366975.7504,5014895.382,-75.7076093626244,45.2712665617691,4163
-75.7092220093745,45.154642449806,PRINCE OF WALES DR btwn THIRD LINE RD S & PHELAN RD W (__3ZA4KQ),__3ZA4KQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366976.1681,5001934.313,-75.7092220093745,45.154642449806,4164
-75.7074159399139,45.280979276165,WATERBRIDGE DR btwn CRESTHAVEN DR & BURLOAK ST (__30LKVB),__30LKVB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366980.3185,5015974.866,-75.7074159399139,45.280979276165,4165
-75.7055514562039,45.4111096364351,BRONSON AVE btwn SOMERSET ST W & MACLAREN ST (__3ZBODK),__3ZBODK,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366983.9451,5030437.343,-75.7055514562039,45.4111096364351,4166
