Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
17--10590,10/18/2017,7:27 AM,GREENBANK RD @ WEST HUNT CLUB RD (0005167),5167,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,361478.5915,5020503.293,45.32219131,-75.77702034,719
17--10591,10/18/2017,7:35 PM,HAWTHORNE RD @ LEITRIM RD (0009269),9269,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377041.3956,5022699.817,45.34052562,-75.5782071,720
17--10592,10/18/2017,7:55 AM,BRIAN COBURN BLVD btwn CHAPERAL PRIV & MER BLEUE RD (e___2HGI),e___2HGI,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,2,2,,,,383305.05,5034512.789,45.44613664,-75.49641574,721
17--10593,10/18/2017,8:37 PM,UPPER DWYER HILL RD btwn CARROLL SIDE RD & MARCH RD (__3ZA4QC),__3ZA4QC,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,333917.1754,5014470.895,45.26959268,-76.12893098,722
17--10594,10/18/2017,8:49 AM,OLD INNES RD @ BANTREE ST (0007674),7674,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,373727.6483,5030352.499,45.40971456,-75.61941697,723
17--10595,10/18/2017,9:15 AM,HWY417 IC104 RAMP61 btwn ANDERSON RD & HIGHWAY 417 (__3ZAY0E),__3ZAY0E,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,380066.9089,5026255.497,45.37219941,-75.53906584,724
17--10596,10/18/2017,9:15 PM,CONROY RD @ JOHNSTON RD (0011908),11908,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,1,0,0,02 - Minor,1,,1,,,373397.1416,5026307.791,45.37335455,-75.62420114,725
17--10597,10/18/2017,9:45 PM,HIGHWAY 417 btwn REGIONAL ROAD 174 & HWY417 IC113 RAMP62 (__3ZA280),__3ZA280,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,373598.1933,5031863.638,45.42332378,-75.62085965,726
17--10598,10/18/2017,9:46 PM,VIEWMOUNT DR btwn MERIVALE RD & GRANT CARMAN DR (__3ZA0AL),__3ZA0AL,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365298.2456,5023010.363,45.34443084,-75.72799553,727
17--10599,10/19/2017,1:03 PM,RENAUD RD @ NAVAN RD (0003685),3685,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,381816.7611,5032737.266,45.43032747,-75.51571652,728
17--106,1/4/2017,1:20 PM,CARLING AVE @ KIRKWOOD AVE S (0002209),2209,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364352.5589,5027334.974,45.383424,-75.73954097,729
17--1060,1/27/2017,Unknown,LAURIER AVE   W btwn BAY ST & LYON ST N (__3ZA338),__3ZA338,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,367078.5181,5031024.997,45.41638876,-75.70426907,730
17--10600,10/19/2017,1:49 PM,STRANDHERD DR @ WOODROFFE AVE (0009688),9688,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366105.6113,5015394.335,45.27583251,-75.71863608,731
17--10601,10/19/2017,10:25 AM,CARP RD @ GALETTA SIDE RD (0001771),1771,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,328150.6384,5035348.416,45.45767476,-76.20143199,732
17--10602,10/19/2017,11:30 AM,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD (0012421),12421,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,379861.2852,5036471.31,45.46413622,-75.54013448,733
17--10603,10/19/2017,11:33 AM,CHARLEMAGNE BLVD @ VALADE CRES W (0004102),4102,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,383393.9302,5038002.511,45.47752406,-75.49472181,734
17--10604,10/19/2017,11:35 AM,RICHMOND RD btwn WINSTON AVE & CHURCHILL AVE N (__3ZA4OS),__3ZA4OS,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,363128.2855,5028223.676,45.39152342,-75.75506801,735
17--10605,10/19/2017,11:48 AM,CATHERINE ST @ KENT ST (0002707),2707,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367907.7075,5030187.854,45.40878212,-75.69378277,736
17--10606,10/19/2017,Unknown,PAULA CRES btwn BERNADETTE PL & BANNER RD (__3ZBNFR),__3ZBNFR,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,360134.797,5021422.275,45.33056754,-75.79405746,737
17--10607,10/19/2017,Unknown,GLEESON WAY btwn FINCHLEY DR & BEATRICE DR (__37BWAM),__37BWAM,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,365256.3045,5015784.428,45.2794161,-75.72941233,738
17--10608,10/19/2017,12:02 AM,REGIONAL ROAD 174 btwn OR174 IC112 RAMP15 & TRANSIT (__3ZA2WA),__3ZA2WA,01 - Non intersection,02 - Non-fatal injury,99 - Other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,03 - Major,2,,1,1,,375184.8985,5033115.321,45.43442787,-75.60040747,739
17--10609,10/19/2017,12:03 AM,SOMERSET ST    W btwn BOOTH ST & UPPER LORNE PL (__3ZA328),__3ZA328,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,366599.327,5030260.632,45.40955371,-75.71048694,740
17--1061,1/27/2017,Unknown,NELSON ST @ WILBROD ST (0007771),7771,02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,04 - Slush,02 - Stop sign,01 - Functioning,1,0,0,0,,0,,,,,368813.7111,5032224.439,45.42702432,-75.68194495,741
17--10610,10/19/2017,12:15 PM,FISHER AVE @ MEADOWLANDS DR (0002120),2120,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366575.3994,5025044.777,45.36262481,-75.7114454,742
17--10611,10/19/2017,12:20 PM,210 W OF MERIVALE RD @ WEST HUNT CLUB RD (0004688),4688,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,365430.6371,5021830.432,45.33380255,-75.72645085,743
17--10612,10/19/2017,12:35 PM,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR (0000114),114,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,365235.7615,5021732.432,45.33293756,-75.72894889,744
17--10613,10/19/2017,12:45 AM,OR174 IC102 RAMP36 btwn REGIONAL ROAD 174 & TRANSIT (__3ZAY7Y),__3ZAY7Y,07 - Overpass or bridge,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,381447.6349,5038216.186,45.47966289,-75.5195794,745
17--10614,10/19/2017,12:51 PM,COLONNADE RD @ MERIVALE RD (0004569),4569,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,365364.2377,5022544.225,45.3402309,-75.72721057,746
17--10615,10/19/2017,2:36 PM,BANK ST @ QUEENSDALE AVE (0009260),9260,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373337.3921,5023446.115,45.34761217,-75.62536072,747
17--10616,10/19/2017,3:10 PM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),2127,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363298.9585,5029453.884,45.40257838,-75.75274258,748
17--10617,10/19/2017,4:11 PM,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT (0003686),3686,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383640.9751,5036900.456,45.46758093,-75.49173924,749
17--10618,10/19/2017,4:21 PM,BANK ST @ CATHERINE ST (0002708),2708,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,368039.5565,5030266.67,45.40947938,-75.69208843,750
17--10364,10/11/2017,4:14 PM,MELFORT ST @ WALKLEY RD (0008805),8805,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,374446.8231,5028374.353,45.39184498,-75.61050963,751
17--10269,10/7/2017,8:18 PM,AVIATION PKWY @ MONTREAL RD (0008799),8799,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,372148.3559,5034107.49,45.44365397,-75.63907739,752
17--10008,10/1/2017,1:00 AM,HWY417 IC88 RAMP51 btwn HIGHWAY 417 & ROCKDALE RD (__3ZAY02),__3ZAY02,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,394974.9941,5022398.16,45.33573586,-75.34947293,753
17--1027,1/26/2017,11:00 AM,BASELINE RD @ WOODROFFE AVE (0002225),2225,02 - Intersection related,02 - Non-fatal injury,04 - Sideswipe,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,362548.1893,5023770.129,45.35149896,-75.76299668,754
17--10365,10/11/2017,4:33 PM,WELLINGTON ST    W btwn HAMILTON AVE N & PARKDALE AVE (__3ZA4QX),__3ZA4QX,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365105.2036,5029246.65,45.40056047,-75.72969726,755
17--10009,10/1/2017,1:01 PM,BRONSON AVE btwn RENFREW AVE & POWELL AVE (__3ZA3BZ),__3ZA3BZ,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,367358.3509,5029547.738,45.40307186,-75.70088147,756
17--10270,10/7/2017,8:53 AM,HAWTHORNE RD @ HUNT CLUB RD (0007651),7651,03 - At intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,375508.3578,5026407.283,45.37403989,-75.59723573,757
17--10366,10/11/2017,4:57 PM,RICHMOND RD btwn NEW ORCHARD AVE & WOODROFFE AVE (__3ZA4L0),__3ZA4L0,04 - At/near private drive,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,361408.3727,5026405.662,45.37530624,-75.77724034,758
17--1001,1/25/2017,4:38 PM,PRINCE OF WALES DR btwn DEAKIN ST & WATERBEND LANE (__3ZA1H3),__3ZA1H3,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,367393.4763,5021533.08,45.33095468,-75.7014482,759
17--10271,10/8/2017,1:01 AM,MEADOWLANDS DR @ MERIVALE RD (0000625),625,02 - Intersection related,03 - P.D. only,01 - Approaching,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364858.6999,5023726.603,45.35091325,-75.73351699,760
17--10367,10/11/2017,5:19 PM,BANK ST @ JOHNSTON RD (0006967),6967,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370851.7873,5024839.646,45.36038921,-75.65689106,761
17--10010,10/1/2017,1:09 PM,DAIRY DR @ SOUTH FRONTAGE (0013868),13868,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,384734.3019,5039695.615,45.4926048,-75.47730451,762
17--10272,10/8/2017,1:51 PM,PRESTON ST @ SPRUCE ST (0005103),5103,02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,1,0,0,0,,0,,,,,366275.157,5030200.566,45.4090418,-75.71463545,763
17--10368,10/11/2017,5:53 PM,BOWESVILLE RD/HIGH RD @ LEITRIM RD (0012439),12439,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,371674.7313,5019287.709,45.31035656,-75.6471381,764
17--10011,10/1/2017,1:27 PM,BANKFIELD RD @ PRINCE OF WALES DR (0003618),3618,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,3,2,1,,,366379.1435,5008975.386,45.21805097,-75.71594515,765
17--10012,10/1/2017,10:00 AM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),2127,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363298.6953,5029453.563,45.40257552,-75.75274598,766
17--10013,10/1/2017,10:19 AM,TERRY FOX DR @ HALKIRK AVE/WINCHESTER DR (0012574),12574,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,3,,3,,,352511.9412,5016869.9,45.2901639,-75.89173964,767
17--10014,10/1/2017,10:46 PM,ST. JOSEPH BLVD btwn MARENGER ST & JEANNE D'ARC BLVD S (__3ZA2BS),__3ZA2BS,04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,379844.8955,5036459.559,45.46403225,-75.54034584,768
17--10015,10/1/2017,11:28 PM,UPPER DWYER HILL RD btwn MARCH RD & OLD ALMONTE RD (__3ZA4QB),__3ZA4QB,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,336925.3552,5011121.329,45.23932031,-76.09081222,769
17--10016,10/1/2017,11:48 PM,LEITRIM RD N @ RAMSAYVILLE RD (0004149),4149,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,378726.2255,5023872.958,45.35090539,-75.5565364,770
17--10017,10/1/2017,12:08 PM,TENTH LINE RD @ TENTH LINE RD (0009412),9412,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,383530.5477,5037154.664,45.46988052,-75.4931105,771
17--10018,10/1/2017,12:36 PM,BRONSON AVE @ COMMISSIONER ST/SLATER ST (0001679),1679,02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,1,0,0,0,,0,,,,,366768.7054,5030948.804,45.41573071,-75.70823674,772
17--10019,10/1/2017,12:50 PM,MOODIE DR btwn ROBERTSON RD & HADLEY CIRC (__3ZA412),__3ZA412,01 - Non intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,357087.9636,5020410.123,45.32169372,-75.83303209,773
17--1002,1/25/2017,5:10 PM,MAITLAND AVE @ WOODWARD DR (0003185),3185,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363275.3051,5025662.527,45.3684663,-75.75349386,774
17--10020,10/1/2017,2:15 PM,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT (__3ZA2SH),__3ZA2SH,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,361785.8391,5024557.019,45.35864171,-75.77263457,775
17--10021,10/1/2017,3:15 PM,BEECH ST @ PRESTON ST (0006160),6160,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,366684.6963,5029269.009,45.40062381,-75.70952087,776
17--10022,10/1/2017,3:15 PM,NICHOLAS ST SB btwn RAMP & LAURIER AVE E (__3ZAZP6),__3ZAZP6,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368368.3937,5031808.127,45.4233191,-75.68768898,777
17--10023,10/1/2017,3:51 PM,LAFONTAINE AVE @ MCARTHUR AVE (0009806),9806,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,370949.1659,5032771.574,45.4317485,-75.65458462,778
17--10024,10/1/2017,3:56 AM,HIGHWAY 417 btwn HWY417 IC163 RAMP61 & HWY417 IC155 RAMP36 (__3ZA2QB),__3ZA2QB,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,336131.7194,5020242.366,45.32143231,-76.10034488,779
17--10025,10/1/2017,4:00 PM,FORESTBROOK ST @ OLD SECOND LINE RD (0013618),13618,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,348355.5129,5022892.544,45.34462735,-75.94419608,780
17--10026,10/1/2017,4:27 PM,TRACKER PRIV @ SILVER STAR PRIV (0012832),12832,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,369967.55,5020992.447,45.32585589,-75.66868339,781
17--10027,10/1/2017,5:21 PM,JEANNE D'ARC BLVD  N btwn MILLWOOD CRT & BILBERRY DR (__3ZA6BX),__3ZA6BX,04 - At/near private drive,02 - Non-fatal injury,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,380303.2512,5038249.539,45.48008767,-75.53421029,782
17--10028,10/1/2017,6:09 PM,BANK ST btwn ORVILLE KEMP ST & LEITRIM RD (__3ZA28B),__3ZA28B,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,375352.2897,5021629.333,45.33106575,-75.59990983,783
17--10029,10/1/2017,7:44 AM,LORRY GREENBERG DR btwn BRAMBLEGROVE CRES & BRAMBLEGROVE CRES (__3ZA8M2),__3ZA8M2,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,373408.7028,5025706.399,45.36794235,-75.62413708,784
17--1003,1/25/2017,5:13 PM,RIVERSIDE DR btwn KIMBERWICK CRES & MALHOTRA CRT (__3ZA1KW),__3ZA1KW,04 - At/near private drive,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,368196.9018,5022809.894,45.34237108,-75.69103575,785
17--10030,10/1/2017,7:50 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC72 RAMP24 (__3ZAZMZ),__3ZAZMZ,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,360309.0378,5017879.726,45.29867778,-75.79223165,786
17--10031,10/2/2017,10:33 AM,DES PERES BLANCS AVE btwn JOLLIET AVE & LAVERGNE ST (__3ZA8AU),__3ZA8AU,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,370285.6897,5033904.006,45.44200009,-75.66291258,787
17--10032,10/2/2017,10:35 AM,BASELINE RD @ 207 E OF CLYDE AVE (0008213),8213,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,364535.4805,5025000.976,45.36240749,-75.73748763,788
17--10033,10/2/2017,10:50 PM,MARCH RD @ SECOND LINE RD (0008850),8850,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,346103.2565,5025327.525,45.36667424,-75.97273202,789
17--10034,10/2/2017,10:59 AM,EAGLESON RD @ HWY 417 EAGLESO IC138R51/PARK AN (0009698),9698,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,3,0,0,0,,0,,,,,353036.7608,5020014.031,45.31841967,-75.88474335,790
17--10035,10/2/2017,11:15 PM,BARNSDALE RD btwn MOODIE DR & TRAIL RD (__3ZA1CA),__3ZA1CA,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,362383.1755,5009075.172,45.21928679,-75.76680785,791
17--10036,10/2/2017,11:24 AM,HUNT CLUB RD @ RIVERSIDE DR (0002237),2237,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368037.7959,5021944.406,45.33459795,-75.6931764,792
17--10037,10/2/2017,11:38 PM,ALTA VISTA DR @ CUNNINGHAM AVE (0008112),8112,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,370345.3672,5028018.331,45.38903751,-75.66293262,793
17--10038,10/2/2017,11:41 AM,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25 (__3ZAZW2),__3ZAZW2,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,01 - Minimal,2,2,,,,349589.3068,5017255.262,45.29382385,-75.92896241,794
17--10039,10/2/2017,12:01 PM,NICHOLAS ST SB btwn LAURIER AVE E & Continuation of NICHOLAS ST (__3ZA3MG),__3ZA3MG,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368440.8559,5031728.447,45.42259558,-75.6867734,795
17--1004,1/25/2017,5:17 PM,WALKLEY EXTENSION RD btwn WALKLEY RD & HWY417 IC110 RAMP55 (__3ZA1UK),__3ZA1UK,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,375501.9557,5028915.939,45.39661216,-75.59695812,796
17--10040,10/2/2017,12:08 PM,HALL RD btwn LEITRIM RD & END (__3ZA6SF),__3ZA6SF,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,383945.1499,5027133.92,45.37967553,-75.48941903,797
17--10041,10/2/2017,12:10 PM,ST. JOSEPH BLVD @ DUFORD DR/PLACE D'ORLEANS DR (0003629),3629,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,381996.1891,5037994.949,45.47761196,-75.51259851,798
17--10042,10/2/2017,12:45 PM,PRESTON ST @ PRINCE OF WALES DR/QUEEN ELIZABET (0006904),6904,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,366900.7115,5028776.785,45.39617579,-75.70682385,799
17--10043,10/2/2017,2:07 PM,RIDEAU ST btwn WURTEMBURG ST & RIDEAU PL (__3ZA1LA),__3ZA1LA,07 - Overpass or bridge,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,369438.4552,5032967.785,45.4336552,-75.67386437,800
17--10044,10/2/2017,2:09 PM,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA (0001604),1604,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,369127.0843,5033493.339,45.43841264,-75.67777487,801
