Datetime,Tweet Id,Text,Username,Dates,Time,Collision,Slow,Accident,Closure,Lane Reduction,Ramp
2020-03-11 09:44:18+00:00,1.24E+18,"SLIPPERY: That which was a puddle yesterday, is icy this morning. Careful at the bottom of driveways. #Otttraffic #ottwalk",cbcotttraffic,2020-03-11,9:44,no,no,no,no,no,no
2020-03-10 21:31:31+00:00,1.24E+18,LANE REDXN: Stalled car in the left lane of eastbound Walkley over the 417. #otttraffic,cbcotttraffic,2020-03-10,21:31,no,no,no,no,yes,no
2020-03-10 20:54:10+00:00,1.24E+18,COLLISION: Northbound Sussex just before King Edward. Left lane. Two-vehicle collision. #otttraffic,cbcotttraffic,2020-03-10,20:54,yes,no,no,no,no,no
2020-03-10 20:48:52+00:00,1.24E+18,"GOING TO CORNWALL? The 417 is pretty foggy out Limoges way, and along the 138 south of Casselman. #otttraffic",cbcotttraffic,2020-03-10,20:48,no,no,no,no,no,no
2020-03-10 19:55:32+00:00,1.24E+18,LANE REDXN: Left lane of eastbound Innes at the bottom of the ramp from the eastbound 417. Backed up past Bantree. #otttraffic,cbcotttraffic,2020-03-10,19:55,no,no,no,no,yes,yes
2020-03-10 19:42:02+00:00,1.24E+18,"FOGGY: Blackburn Bypass, apparently. #otttraffic",cbcotttraffic,2020-03-10,19:42,no,no,no,no,no,no
2020-03-10 19:12:21+00:00,1.24E+18,"FOGGY: Mooney's Bay, Riverside, Walkley, Colonel By. Get more than your running lights on this afternoon. #otttraffic",cbcotttraffic,2020-03-10,19:12,no,no,no,no,no,no
2020-03-09 20:23:59+00:00,1.24E+18,LANE REDXN: Southbound Fisher approaching Baseline. Broken-down car in the turn lane to go east on Baseline (left). #OttTraffic,cbcotttraffic,2020-03-09,20:23,no,no,yes,no,yes,no
2020-03-09 20:21:29+00:00,1.24E+18,COLLISION: Eastbound SJAM in the left lane approaching Island Park. Approaching the turn lane for Champlain Bridge. #OttTraffic,cbcotttraffic,2020-03-09,20:21,yes,no,no,no,no,no
2020-03-09 20:20:24+00:00,1.24E+18,"YOU PICKED A FINE TIME TO LEAVE ME, LOOSE WHEEL: Car getting a tire change in the right lane of the westbound SJAM after Island park. #OttTraffic",cbcotttraffic,2020-03-09,20:20,no,no,no,no,no,no
2020-03-09 20:13:15+00:00,1.24E+18,DITCHED: Northbound 416... blue truck went into the ravine in the centre median ditch at full speed. Near Brophy exit. Mud creek. Caller/witness called 911. #OttTraffic #ottnews,cbcotttraffic,2020-03-09,20:13,no,no,yes,no,no,no
2020-03-09 19:50:42+00:00,1.24E+18,POLICE AT WORK: Three cruisers around a car on eastbound Innes just after Blair. #OttTraffic,cbcotttraffic,2020-03-09,19:50,no,no,no,no,no,no
2020-03-09 19:39:45+00:00,1.24E+18,COLLISION: Eastbound 417 at Nicholas. Far left lane. Three vehicles. #OttTraffic,cbcotttraffic,2020-03-09,19:39,yes,no,no,no,no,no
2020-03-09 10:39:01+00:00,1.24E+18,COLLISION: Police on the scene south of Vernon on Hwy. 31 (Bank Street) for serious two-vehicle collision. Possible head-on near Belmeade Rd. #otttraffic,cbcotttraffic,2020-03-09,10:39,yes,no,no,no,no,no
2020-03-06 21:31:22+00:00,1.24E+18,COLLISION: Westbound Carling at northbound Maitland. Lane reductions. #otttraffic,cbcotttraffic,2020-03-06,21:31,yes,no,no,no,yes,no
2020-03-06 20:31:17+00:00,1.24E+18,COLLISION: Westbound Heron under the Airport Pkwy. Four vehicles involved. Left lane blocked.  One lane affected eastbound as well. #otttraffic,cbcotttraffic,2020-03-06,20:31,yes,no,no,yes,no,no
2020-03-06 20:02:33+00:00,1.24E+18,COLLISION: Hazeldean in western Kanata east of Huntmar #otttraffic,cbcotttraffic,2020-03-06,20:02,yes,no,no,no,no,no
2020-03-06 12:46:29+00:00,1.24E+18,SLOW: Sir GEC Pkwy ... slow westbound after the Yacht Club... police have it closed both ways in Rockcliffe. Detours there. #Otttraffic,cbcotttraffic,2020-03-06,12:46,no,yes,no,yes,no,no
2020-03-06 11:41:31+00:00,1.24E+18,COLLISION: On Herzberg near Carling in Kanata North. Affecting traffic both ways. #Otttraffic,cbcotttraffic,2020-03-06,11:41,yes,no,no,no,no,no
2020-03-05 20:21:10+00:00,1.24E+18,"VISUAL DISTRACTION: Lots of crews -- paramedics and firefighters --  the parking lot of the Merivale arena, north of Colonnade on Merivale. #Otttraffic",cbcotttraffic,2020-03-05,20:21,no,no,yes,no,no,no
2020-03-05 12:58:18+00:00,1.24E+18,"HAZARD: Someone changing a tire, on a corner, on northbound Ramsayville north of Russell Rd #Otttraffic",cbcotttraffic,2020-03-05,12:58,no,no,no,no,no,no
2020-03-05 12:46:51+00:00,1.24E+18,STALLED VEHICLE: Westbound Innes after the jail. #Otttraffic,cbcotttraffic,2020-03-05,12:46,no,no,no,no,no,no
2020-03-05 12:15:57+00:00,1.24E+18,"COLLISION: Eastbound Sir JAM Pkwy at Woodroffe. Affecting northbound Woodroffe, too. #Otttraffic",cbcotttraffic,2020-03-05,12:15,yes,no,no,no,no,no
2020-03-05 12:06:41+00:00,1.24E+18,CONSTRUCTION: Northbound Prince of Wales at Merivale. Lane reductions. #Otttraffic,cbcotttraffic,2020-03-05,12:06,no,no,no,no,yes,no
2020-03-05 11:44:31+00:00,1.24E+18,"SLIPPERY: Sir JAM around Woodroffe. There's a car in the median, too. Careful around there. #Otttraffic",cbcotttraffic,2020-03-05,11:44,no,no,no,no,no,no
2020-03-05 10:49:11+00:00,1.24E+18,KENT: Re-opened 10 days early at Gladstone. #Otttraffic,cbcotttraffic,2020-03-05,10:49,no,no,no,no,no,no
2020-03-04 22:38:56+00:00,1.24E+18,COLLISION:  Industrial just east of Trainyards. #OttTraffic,cbcotttraffic,2020-03-04,22:38,yes,no,no,no,no,no
2020-03-04 13:20:47+00:00,1.24E+18,COLLISION: T-bone collision on southbound King Edward just south of Rideau... near uOttawa campus in Sandy Hill. Both lanes affected #Otttraffic,cbcotttraffic,2020-03-04,13:20,yes,no,no,no,no,no
2020-03-04 11:15:06+00:00,1.24E+18,TURKEY ALERT: Crossing the 174 between Trim and Cumberland. #OttTraffic,cbcotttraffic,2020-03-04,11:15,no,no,no,no,no,no
2020-03-03 21:40:25+00:00,1.23E+18,SLOW: Southbound 416 from just after the 417 to nearly West Hunt Club #Otttraffic,cbcotttraffic,2020-03-03,21:40,no,yes,no,no,no,no
2020-03-03 20:35:43+00:00,1.23E+18,LANE REDXN: Broken-down car with hood up on the westbound Sir JAM at Island Park. backed up to Bayview #Otttraffic,cbcotttraffic,2020-03-03,20:35,no,yes,yes,no,yes,no
2020-03-03 20:33:46+00:00,1.23E+18,COLLISION: Westbound 50 on Draveurs Bridge. Affecting traffic both directions. Police and paramedics there #Otttraffic,cbcotttraffic,2020-03-03,20:33,yes,no,no,no,no,no
2020-03-03 12:27:23+00:00,1.23E+18,HAZARD: Reports of a missing manhole cover on Eagleson southbound at the 417 near the park and ride #Otttraffic,cbcotttraffic,2020-03-03,12:27,no,no,no,no,no,no
2020-03-02 21:32:06+00:00,1.23E+18,COLLISION: Southbound Prince of Wales at Merivale in the south end near the RCMP. Side-swipe involving car and an SUV. #Otttraffic,cbcotttraffic,2020-03-02,21:32,yes,no,no,no,no,no
2020-03-02 21:18:45+00:00,1.23E+18,WATER ON ROAD: Eastbound 417 between the split and Hunt Club. Left lane mostly. #Otttraffic,cbcotttraffic,2020-03-02,21:18,no,no,no,no,no,no
2020-03-02 20:40:09+00:00,1.23E+18,"JUST THE BUMPER: No car, just the bumper and a licence plate -- stuck or left in a snowbank, on southbound Island Park at Fisher south of Carling. Visual distraction.  #Otttraffic",cbcotttraffic,2020-03-02,20:40,no,no,no,no,no,no
2020-03-02 13:25:56+00:00,1.23E+18,Really seeing the March Break effect in Gatineau this morning #otttraffic,cbcotttraffic,2020-03-02,13:25,no,no,no,no,no,no
2020-03-02 11:23:39+00:00,1.23E+18,"ROLLOVER: Westbound 417 on the ramp for Woodroffe. Car upside-down. There's a stopped tractor-trailer there, too. #otttraffic",cbcotttraffic,2020-03-02,11:23,no,no,yes,no,no,yes
2020-03-02 10:49:59+00:00,1.23E+18,"LANE REDXN: Metcalfe Street is down to one lane at Waverley for approximately two weeks starting this morning, to relocate a gas main. Parking will be reduced on the east side of Waverley, near Metcalfe #otttraffic",cbcotttraffic,2020-03-02,10:49,no,no,no,no,yes,no
2020-02-28 21:12:53+00:00,1.23E+18,"COLLISION: On Bank St at Cecile, north of Heron. In the intersection. Affecting both directions. #otttraffic",cbcotttraffic,2020-02-28,21:12,yes,no,no,no,no,no
2020-02-28 19:54:02+00:00,1.23E+18,SLOW: Southbound Nicholas from downtown all the way to the 417. #otttraffic,cbcotttraffic,2020-02-28,19:54,no,yes,no,no,no,no
2020-02-28 19:52:06+00:00,1.23E+18,WONKY LIGHTS: Traffic signals out at few intersections on Churchill in and around Dovercourt. Treat as all-way stops. #otttraffic,cbcotttraffic,2020-02-28,19:52,no,no,no,no,no,no
2020-02-28 12:40:11+00:00,1.23E+18,DUNROBIN: Fours cars in the snowbanks coming in from Constance Bay through Dunrobin. #otttraffic,cbcotttraffic,2020-02-28,12:40,no,no,no,no,no,no
2020-02-28 11:53:19+00:00,1.23E+18,COLLISION: Norrthbound River slow heading up to Limebank. Collision involving three cars. One in the ditch. Anywhere where there's open space and cross-winds this morning -- dangerously slippery. #otttraffic,cbcotttraffic,2020-02-28,11:53,yes,yes,yes,no,no,no
2020-02-27 22:26:52+00:00,1.23E+18,"DITCHEDﾂｳ: There's three vehicles in the ditch on Prince of Wales south of Hartwells Locks, on the bend. Slippery there. #otttraffic",cbcotttraffic,2020-02-27,22:26,no,no,yes,no,no,no
2020-02-27 22:11:46+00:00,1.23E+18,MAINTENANCE CREWS: Working on the traffic signals at West Hunt Club and Old Richmond Rd. #otttraffic,cbcotttraffic,2020-02-27,22:11,no,no,no,no,no,no
2020-02-27 20:12:37+00:00,1.23E+18,COLLISION: Northbound Greenbank at Baseline in the left turn lane for Baseline. Mini-van vs car. Seems fresh. #otttraffic,cbcotttraffic,2020-02-27,20:12,yes,no,no,no,no,no
2020-02-27 19:58:03+00:00,1.23E+18,COLLISION: Intersection of Mackenzie King Bridge at Elgin near the NAC. Three cars. Affecting flow of traffic and S1 buses. #otttraffic #OttTransit,cbcotttraffic,2020-02-27,19:58,yes,no,no,no,no,no
2020-02-27 13:28:03+00:00,1.23E+18,BUS STUCK: Northbound St-Laurent just before Walkley #otttraffic,cbcotttraffic,2020-02-27,13:28,no,no,no,no,no,no
2020-02-27 13:27:41+00:00,1.23E+18,STUCK: Tractor-trailer stuck on eastbound Walkley between Sheffield and Lancaster. #otttraffic,cbcotttraffic,2020-02-27,13:27,no,no,no,no,no,no
2020-02-27 13:20:35+00:00,1.23E+18,SPIN-OUTS: Eastbound 417 at McGee Side. #otttraffic,cbcotttraffic,2020-02-27,13:20,no,no,yes,no,no,no
2020-02-27 13:15:53+00:00,1.23E+18,"SPIN OUTS: Northbound Fisher between Baseline and Carling. Two buses, two spin outs. Carlington, Shillington area. One at Prince of Wales and Heron as well.  #otttraffic",cbcotttraffic,2020-02-27,13:15,no,no,yes,no,no,no
2020-02-27 11:44:11+00:00,1.23E+18,COLLISION: Northbound Prince of Wales at Vimy Bridge. Car hit the middle traffic island barrier. Slippery spots. #otttraffic,cbcotttraffic,2020-02-27,11:44,yes,no,no,no,no,no
2020-02-27 11:21:11+00:00,1.23E+18,COLLISION: Eastbound 417 at Carling. Lane reductions. #otttraffic,cbcotttraffic,2020-02-27,11:21,yes,no,no,no,yes,no
2020-02-27 11:17:26+00:00,1.23E+18,"DITCHED: Eastbound 417, a truck has slid into the right-side ditch after Panmure Rd. Towing happening there. #otttraffic",cbcotttraffic,2020-02-27,11:17,no,no,yes,no,no,no
2020-02-27 11:16:46+00:00,1.23E+18,"LANE REDXN: Eastbound 417 just before Panmure Rd. Tractor trailer on right shoulder, taking up a bit of the lane. #otttraffic",cbcotttraffic,2020-02-27,11:16,no,no,no,no,yes,no
2020-02-27 10:16:51+00:00,1.23E+18,"BUS CANCELLATIONS: Renfrew County, Upper Canada DSB and Catholic DSB of Eastern Ontario. #otttraffic #OttTransit",cbcotttraffic,2020-02-27,10:16,no,no,no,no,no,no
2020-02-26 21:05:35+00:00,1.23E+18,POTHOLE REPAIRS: Riverside southbound around Uplands. Lane reductions. Questionable timing. #otttraffic,cbcotttraffic,2020-02-26,21:05,no,no,no,no,yes,no
2020-02-26 20:27:04+00:00,1.23E+18,LANE REDXN: Guy parked in left lane of ramp for Eagleson off the eastbound 417 -- right at the bottom of the ramp for Eagleson near the Park &amp; Ride #otttraffic,cbcotttraffic,2020-02-26,20:27,no,no,no,no,yes,yes
2020-02-26 20:10:24+00:00,1.23E+18,COLLISION: Westbound 417 near Island Park. Van vs SUV. Slow there. left lane.  #otttraffic,cbcotttraffic,2020-02-26,20:10,yes,yes,no,no,no,no
2020-02-25 21:02:58+00:00,1.23E+18,COLLISION: Eastbound Montreal Rd at the Aviation Pkwy. Traffic slows both east and west. #OttTraffic,cbcotttraffic,2020-02-25,21:02,yes,yes,no,no,no,no
2020-02-25 20:50:19+00:00,1.23E+18,COLLISION: Eastbound 417. Left lane just before St. Laurent. Two vehicles. #otttraffic,cbcotttraffic,2020-02-25,20:50,yes,no,no,no,no,no
2020-02-25 20:45:09+00:00,1.23E+18,"COLLISION: Northbound King Edward near St-Patrick. Just cleared, but might still be backed up. #OttTraffic",cbcotttraffic,2020-02-25,20:45,yes,yes,no,no,no,no
2020-02-24 22:14:42+00:00,1.23E+18,Lights are back on at Cumberland/Murray. #OttTraffic (5:14),cbcotttraffic,2020-02-24,22:14,no,no,no,no,no,no
2020-02-24 21:12:16+00:00,1.23E+18,Caller reports the lights are out going EB on Murray Street in the Market at Cumberland. Police are there. #OttTraffic (4:11),cbcotttraffic,2020-02-24,21:12,no,no,no,no,no,no
2020-02-24 21:11:17+00:00,1.23E+18,"Caller says there's been a 2 vehicle collision on the EB 174 off-ramp to the Montreal Road exit, in the left lane. Tow trucks on scene. #OttTraffic (4:11)",cbcotttraffic,2020-02-24,21:11,yes,no,no,no,no,yes
2020-02-24 20:52:46+00:00,1.23E+18,"A reader texted the traffic landline ... But I was able to make it out, I think: A collision on EB Innes at Viseneau (before Jeanne d'Arc/Mer Bleue). #OttTraffic (3:52)",cbcotttraffic,2020-02-24,20:52,yes,no,no,no,no,no
2020-02-24 20:14:48+00:00,1.23E+18,"One of the groups organizing this downtown rally @indigsol says it will stay in front of Parliament/the PMO ""all afternoon."" #OttTraffic",cbcotttraffic,2020-02-24,20:14,no,no,no,no,no,no
2020-02-24 19:53:52+00:00,1.23E+18,"It・EEE・EEEs sending more buses to Queen Street; Gatineau-bound STO buses are picking up at the Rideau Centre, Mackenzie/Rideau and Lyon Street. OC Transpo routes 12 and 18 detoured. The LRT has run smoothly today. #OttTraffic",cbcotttraffic,2020-02-24,19:53,no,no,no,no,no,no
2020-02-24 19:52:23+00:00,1.23E+18,"GOOD AFTERNOON | @amkfoote in on the traffic desk this afternoon. The #WetsuwetenSolidarity protest has settled in the intersection of Wellington and Metcalfe, closing it to vehicles. #OttTraffic",cbcotttraffic,2020-02-24,19:52,no,no,no,yes,no,no
2020-02-21 19:52:30+00:00,1.23E+18,"FIRE: Isabella at Metcalfe/O'Connor. Apparently smoke coming from retirement residence, blowing across the highway. #otttraffic #ottnews",cbcotttraffic,2020-02-21,19:52,no,no,no,no,no,no
2020-02-20 22:22:48+00:00,1.23E+18,LANE REDXN: Stalled car on eastbound Innes near the jail #Otttraffic,cbcotttraffic,2020-02-20,22:22,no,no,no,no,yes,no
2020-02-20 21:03:10+00:00,1.23E+18,CLEAN UP IN AISLE 417: There's a broken bag of insulation blowing around the end of the ramp from Hwy 7 to the eastbound 417. #Otttraffic,cbcotttraffic,2020-02-20,21:03,no,no,yes,no,no,yes
2020-02-20 12:14:44+00:00,1.23E+18,COLLISION: Eastbound 417 between Kinburn Side and Panmure Rd. #otttraffic,cbcotttraffic,2020-02-20,12:14,yes,no,no,no,no,no
2020-02-19 22:53:39+00:00,1.23E+18,AFTERNOON DE-LIGHT: Traffic signals flashing at Castlefrank and Kakulu. Treat as all-way stop. #otttraffic,cbcotttraffic,2020-02-19,22:53,no,no,no,no,no,no
2020-02-19 22:43:07+00:00,1.23E+18,LANE REDXN: Broken-down car in the middle of the road on eastbound St-Patrick approaching King Edward in Lowertown. #otttraffic,cbcotttraffic,2020-02-19,22:43,no,no,yes,no,yes,no
2020-02-19 22:11:08+00:00,1.23E+18,"COLLISION: Southbound Woodroffe approaching Hunt Club. Two lanes blocked, but tow trucks and police there now. #otttraffic",cbcotttraffic,2020-02-19,22:11,yes,no,no,yes,no,no
2020-02-19 22:00:38+00:00,1.23E+18,COLLISION: Westbound 417 after Nicholas. #otttraffic,cbcotttraffic,2020-02-19,22:00,yes,no,no,no,no,no
2020-02-19 21:17:01+00:00,1.23E+18,"COLLISION: On southbound Huntmar next to Canadian Tire Centre. Three-car collision. Off to side, but there's debris. #otttraffic",cbcotttraffic,2020-02-19,21:17,yes,no,no,no,no,no
2020-02-19 12:59:29+00:00,1.23E+18,COLLISION: Westbound 417 slow from Parkdale to Maitland after earlier collision near Carling. #otttraffic,cbcotttraffic,2020-02-19,12:59,yes,yes,no,no,no,no
2020-02-19 11:16:45+00:00,1.23E+18,BLOWING SNOW: Prince of Wales between the Agriculture Museum and Heron. Drifting snow and high winds. Slippery there. #otttraffic,cbcotttraffic,2020-02-19,11:16,no,no,no,no,no,no
2020-02-19 11:15:07+00:00,1.23E+18,HAZARD: Broken-down pick-up truck on the eastbound 417 in the merge triangle where Hwy. 7 joins the 417. Flashing lights. Right side. #otttraffic,cbcotttraffic,2020-02-19,11:15,no,no,yes,no,no,no
2020-02-18 20:51:14+00:00,1.23E+18,COLLISION: Northbound 416 before Holly Acres... lots of sudden braking. Down in the right ditch #OttTraffic,cbcotttraffic,2020-02-18,20:51,yes,no,yes,no,no,no
2020-02-18 12:32:17+00:00,1.23E+18,COLLISION: Southbound Riverside at Revelstoke... truck and a car. Car blocking right lane. That's between Walkley and Uplands.  #otttraffic,cbcotttraffic,2020-02-18,12:32,yes,no,no,no,no,no
2020-02-18 11:33:54+00:00,1.23E+18,"COLLISION: Three vehicles blocking the left lane of the westbound 174 approaching the split. Snowing there, too now. Backled up beyond Blair. #otttraffic",cbcotttraffic,2020-02-18,11:33,yes,no,no,no,no,no
2020-02-14 22:15:55+00:00,1.23E+18,COLLISION: On Russell Rd between Rockdale and Dunning roads. Multiple vehicles. #otttraffic,cbcotttraffic,2020-02-14,22:15,yes,no,no,no,no,no
2020-02-14 19:51:01+00:00,1.23E+18,SLOW: Eastbound 417 slows to a sudden crawl at Pinecrest. #otttraffic,cbcotttraffic,2020-02-14,19:51,no,yes,no,no,no,no
2020-02-14 11:04:22+00:00,1.23E+18,"416: Down to one lane now southbound between the 417 and West Hunt Club. Tow happening there. Collision was northbound, so still lane reductions there too. Vehicle in centre median ditch. #otttraffic",cbcotttraffic,2020-02-14,11:04,yes,no,yes,no,yes,no
2020-02-13 22:15:40+00:00,1.23E+18,COLLISION: Westbound 417 left lane at Island Park. #otttraffic,cbcotttraffic,2020-02-13,22:15,yes,no,no,no,no,no
2020-02-13 22:13:06+00:00,1.23E+18,ROLLOVER: Eastbound 417 at Parkdale. Right lane. #otttraffic,cbcotttraffic,2020-02-13,22:13,no,no,yes,no,no,no
2020-02-13 21:48:17+00:00,1.23E+18,COLLISION: Rear-ender on northbound Merivale north of Kirkwood near Shillington. #otttraffic,cbcotttraffic,2020-02-13,21:48,yes,no,no,no,no,no
2020-02-13 21:16:51+00:00,1.23E+18,COLLISION: Left lane on the southbound Airport Pkwy at Walkley where it goers down to one lane. #otttraffic,cbcotttraffic,2020-02-13,21:16,yes,no,no,no,yes,no
2020-02-13 21:13:01+00:00,1.23E+18,COLLISION: Eastbound 174 at Quigley Hill headed towards Rockland #otttraffic,cbcotttraffic,2020-02-13,21:13,yes,no,no,no,no,no
2020-02-13 20:39:58+00:00,1.23E+18,"SLOW-DOWNS: Police out on the westbound 417 in the right lane after Maitland, as well as on northbound Maitland on the overpass. #otttraffic",cbcotttraffic,2020-02-13,20:39,no,yes,no,no,no,no
2020-02-13 12:04:18+00:00,1.23E+18,SNOW REMOVAL: Both lanes slowed to 40 km/h southbound 416 approaching Kemptville. #otttraffic,cbcotttraffic,2020-02-13,12:04,no,yes,no,no,no,no
2020-02-12 21:41:29+00:00,1.23E+18,"COLLISION: Woodroffe at Medhurst. Car on its side. SUV involved too. Affecting Medhurst more, especially westbound towards Knoxdale. #otttraffic",cbcotttraffic,2020-02-12,21:41,yes,no,no,no,no,no
2020-02-12 21:00:40+00:00,1.23E+18,COLLISION: Eastbound 417 just before Nicholas. Centre lane.  Three vehicles. #otttraffic,cbcotttraffic,2020-02-12,21:00,yes,no,no,no,no,no
2020-02-12 20:54:57+00:00,1.23E+18,BROKEN DOWN: Eastbound 417 at Woodroffe exit. Off to the shoulder. #otttraffic,cbcotttraffic,2020-02-12,20:54,no,no,no,no,no,no
2020-02-12 12:49:47+00:00,1.23E+18,LANE REDXN: Southbound King Edward in Sandy Hill after Rideau. There's a broken-down tandem dump truck. Right lane.  #otttraffic,cbcotttraffic,2020-02-12,12:49,no,no,yes,no,yes,no
2020-02-12 12:40:04+00:00,1.23E+18,COLLISION: Limebank at Spratt. Rear-ender. Back-ups. Collision happened on northbound Limebank near the bus shelter. #otttraffic,cbcotttraffic,2020-02-12,12:40,yes,no,no,no,no,no
2020-02-12 11:16:21+00:00,1.23E+18,COLLISION: Cedarview at West Hunt Club. Blocking northbound Cedarview and westbound West Hunt Club near the 416. #Otttraffic,cbcotttraffic,2020-02-12,11:16,yes,no,no,no,no,no
2020-02-11 22:44:35+00:00,1.23E+18,COLLISION: Eastbound 417 at Carling. Traffic stopped. Many police and emergency vehicles. #Otttraffic,cbcotttraffic,2020-02-11,22:44,yes,no,no,no,no,no
2020-02-11 21:40:38+00:00,1.23E+18,COLLISION: On westbound Meadowlands between Merivale and Woodroffe. #Otttraffic,cbcotttraffic,2020-02-11,21:40,yes,no,no,no,no,no
2020-02-11 20:13:47+00:00,1.23E+18,COLLISION: Ottawa-bound Champlain Bridge just after Lucerne. Two firetrucks and two ambulances there. #Otttraffic,cbcotttraffic,2020-02-11,20:13,yes,no,yes,no,no,no
2020-02-11 10:50:30+00:00,1.23E+18,COLLISION: Car went under the trailer of a tractor-trailer at Bank and Riverside. Affecting northbound Bank. #Otttraffic,cbcotttraffic,2020-02-11,10:50,yes,no,no,no,no,no
2020-02-10 20:02:22+00:00,1.23E+18,"COLLISION: Westbound 417 just before Maitland , far left lane. Just happened #otttraffic",cbcotttraffic,2020-02-10,20:02,yes,no,no,no,no,no
2020-02-10 12:05:45+00:00,1.23E+18,"BANK/MITCH OWENS: Fire truck, full lights eastbound stopped. Spraying water into the woods. Visual distraction. Slow coming from Manotick. #otttraffic",cbcotttraffic,2020-02-10,12:05,no,yes,no,no,no,no
2020-02-10 10:33:26+00:00,1.23E+18,KENT: Closes today for a month between James Street and Gladstone Avenue #otttraffic,cbcotttraffic,2020-02-10,10:33,no,no,no,yes,no,no
2020-02-07 22:16:24+00:00,1.23E+18,SPIN OUT: Couple of cars off the road. Left side. Westbound Hwy. 7 just before Cemetery Rd exit. #otttraffic,cbcotttraffic,2020-02-07,22:16,no,no,yes,no,no,no
2020-02-07 22:11:05+00:00,1.23E+18,"VISIBILITY: Overhead lighting on the 417 has not come on -- between downtown and out to Greenbank, at least. Odd. #otttraffic",cbcotttraffic,2020-02-07,22:11,no,no,no,no,no,no
2020-02-07 22:04:39+00:00,1.23E+18,COLLISION: Three vehicles involved. Ralph Hennessy at Earl Armstrong. Sounds like a bad one. #otttraffic,cbcotttraffic,2020-02-07,22:04,yes,no,no,no,no,no
2020-02-07 20:40:24+00:00,1.23E+18,COLLISION: Eastbound Heron at Bank. Very backed up #otttraffic,cbcotttraffic,2020-02-07,20:40,yes,yes,no,no,no,no
2020-02-07 20:27:30+00:00,1.23E+18,DITCHED: Car stuck in the snow in the HOV of the eastbound 417 between Palladium and Terry Fox #otttraffic,cbcotttraffic,2020-02-07,20:27,no,no,yes,no,no,no
2020-02-07 13:08:31+00:00,1.23E+18,COLLISION: Northbound Vanier Pkwy between Coventry and Queen Mary. Collision involving OC bus. #otttraffic,cbcotttraffic,2020-02-07,13:08,yes,no,no,no,no,no
2020-02-07 12:25:53+00:00,1.23E+18,DITCHED: On the Southbound 416 just after the ramp from the eastbound 417. Emergency vehicles there. #otttraffic,cbcotttraffic,2020-02-07,12:25,no,no,yes,no,no,yes
2020-02-07 12:04:30+00:00,1.23E+18,SPIN OUT: Car facing the wrong direction on the westbound 417 at Palladium #otttraffic,cbcotttraffic,2020-02-07,12:04,no,no,yes,no,no,no
2020-02-07 10:53:10+00:00,1.23E+18,There is an on-street parking ban in Ottawa this morning. Starts in one hour. #otttraffic #ottnews,cbcotttraffic,2020-02-07,10:53,no,no,no,no,no,no
2020-02-06 13:03:59+00:00,1.23E+18,"COLLISION: On Jeanne D'Arc west of Orleans Blvd. Fire truck blocking roadway. Police there, too. #OttTraffic",cbcotttraffic,2020-02-06,13:03,yes,no,no,no,no,no
2020-02-06 12:40:56+00:00,1.23E+18,LANE REDXN: Stalled car in the left lane of the westbound 417 between Hunt Club and Walkley #OttTraffic,cbcotttraffic,2020-02-06,12:40,no,no,no,no,yes,no
2020-02-06 10:37:32+00:00,1.23E+18,Snow has started. @DGerow and @RobynBresnahan jinxed it. #otttraffic,cbcotttraffic,2020-02-06,10:37,no,no,no,no,no,no
2020-02-05 21:54:00+00:00,1.23E+18,COLLISION: Eastbound Fallowfield after Larkin headed towards Greenbank. Off to the side. #OttTraffic,cbcotttraffic,2020-02-05,21:54,yes,no,no,no,no,no
2020-02-05 20:26:19+00:00,1.23E+18,COLLISION: Eastbound 417 just before Nicholas -- left lane. Two or three cars involved  #OttTraffic,cbcotttraffic,2020-02-05,20:26,yes,no,no,no,no,no
2020-02-05 20:22:02+00:00,1.23E+18,GRIDLOCKED AND RAGEY: This is how I would describe the intersection of Bank &amp; Laurier. People blocking the intersection. Others sitting through many green lights. Not a happy place. #OttTraffic,cbcotttraffic,2020-02-05,20:22,no,no,no,no,no,no
2020-02-05 20:16:06+00:00,1.23E+18,LANE REDXN: Westbound Sir JAM after Island Park. Left lane. Construction. #OttTraffic,cbcotttraffic,2020-02-05,20:16,no,no,no,no,yes,no
2020-02-05 12:18:40+00:00,1.23E+18,COLLISION: Intersection of Youville and Jeanne D'Arc. Emergency services there.  #OttTraffic,cbcotttraffic,2020-02-05,12:18,yes,no,no,no,no,no
2020-02-04 19:54:11+00:00,1.22E+18,KENT: Kent closed Gladstone to Florence Feb 10 to mid-March for sewer/watermain work. No on-street parking. Detours in place. Local access maintained. Bronson or Metcalfe as alternative routes. Sidewalks stay open. #ottbike dismount to cross intersection #otttraffic #ottnews,cbcotttraffic,2020-02-04,19:54,no,no,no,yes,no,no
2020-02-04 11:40:17+00:00,1.22E+18,LANE REDXN: Eastbound 417 approaching Innes. Broken-down vehicle. #OTTTRAFFIC,cbcotttraffic,2020-02-04,11:40,no,no,yes,no,yes,no
2020-02-04 11:39:46+00:00,1.22E+18,COLLISION: five-car collision eastbound under the Maitland overpass. Middle and left lanes #OTTTRAFFIC,cbcotttraffic,2020-02-04,11:39,yes,no,no,no,no,no
2020-02-04 10:53:23+00:00,1.22E+18,COLLISION: Eastbound just before Rochester. Three or four cars involved. #otttraffic,cbcotttraffic,2020-02-04,10:53,yes,no,no,no,no,no
