Datetime,Tweet Id,Text,Username,Dates,Time,Type,Slow,Accident,Closure,Lane Reduction,Ramp
2021-10-15 20:48:02+00:00,1449114868158697484,174 E/B reduced to 1 lane at Montreal/St-Joseph - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-10-15,20:48:02,Collision,Slow,,,Lane Reduction,
2021-10-15 16:20:02+00:00,1449047422714490885,Hunt Club reduced to 1 lane in each direction at Antares/Laser - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-15,16:20:02,Collision,,,,Lane Reduction,
2021-10-15 13:30:05+00:00,1449004655258873865,(MTO) Ramp reduced to 1 lane between 416N/417E and Holly Acres - construction. From 10am to 2pm today. #otttraffic,Ottawa_Traffic,2021-10-15,13:30:05,,,,,Lane Reduction,Ramp
2021-10-15 13:20:03+00:00,1449002127930675201,(MTO) 416 N/B reduced to 1 lane at Hunt Club - maintenance. From 10am to 2pm today. #otttraffic,Ottawa_Traffic,2021-10-15,13:20:03,,,,,Lane Reduction,
2021-10-15 12:40:02+00:00,1448992059847753751,Vanier S/B reduced to 1 lane at 417 - collision. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-15,12:40:02,Collision,,,,Lane Reduction,
2021-10-15 09:30:06+00:00,1448944260070379527,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-15,09:30:06,,,,,Lane Reduction,
2021-10-15 00:56:02+00:00,1448814891972927495,"Ramp closed between Montreal/St-Joseph E/B &amp; 174 E/B - construction. From 10pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:56:02,,,,Closure,,Ramp
2021-10-15 00:52:02+00:00,1448813885016903691,"Ramp closed between Montreal/St-Joseph W/B and 174 W/B - construction. From 10pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:52:02,,,,Closure,,Ramp
2021-10-15 00:40:02+00:00,1448810865315176451,"Traffic disruptions in Canadian Tire Centre area - sporting event. From 9:30pm to 11pm on Thursday night, October 14. #otttraffic",Ottawa_Traffic,2021-10-15,00:40:02,,,,,Lane Reduction,
2021-10-15 00:32:02+00:00,1448808852561006603,"Ramp reduced to 1 lane between 174 W/B and Jeanne d'Arc - construction. From 9pm Thursday, October 14 to 1am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:32:02,,,,,Lane Reduction,Ramp
2021-10-15 00:12:02+00:00,1448803819127775235,"Ramp closed between Blair and 174 E/B - construction. From 9pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:12:02,,,,Closure,,Ramp
2021-10-15 00:12:02+00:00,1448803817773047812,"174 E/B reduced to 1 lane between Blair and Montreal/St-Joseph - construction. From 9pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:12:02,,,,,Lane Reduction,
2021-10-15 00:08:02+00:00,1448802810812895235,"174 W/B reduced to 1 lane between Champlain/Place d'Orleans and Jeanne d'Arc - construction. From 9pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:08:02,,,,,Lane Reduction,
2021-10-15 00:00:02+00:00,1448800797119160324,"Ramp closed between Champlain N/B and 174 W/B - construction. From 9pm Thursday, October 14 to 5:30am Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-15,00:00:02,,,,Closure,,Ramp
2021-10-14 20:12:02+00:00,1448743418839113729,"Traffic disruptions in Canadian Tire Centre area - sporting event. From 5pm to 7pm on Thursday, October 14. #otttraffic",Ottawa_Traffic,2021-10-14,20:12:02,,,,,,
2021-10-14 18:28:02+00:00,1448717249225936897,Traffic disruptions at Bronson &amp; Catherine/Raymond - traffic signals not working. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-10-14,18:28:02,,,,,,
2021-10-14 13:30:05+00:00,1448642267716145156,(MTO) Ramp reduced to 1 lane between 416N/417E and Holly Acres - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-14,13:30:05,,,,,Lane Reduction,Ramp
2021-10-14 13:20:02+00:00,1448639739582631938,(MTO) 416 N/B reduced to 1 lane at Hunt Club - maintenance. From 10am to 2pm today. #otttraffic,Ottawa_Traffic,2021-10-14,13:20:02,,,,,Lane Reduction,
2021-10-14 12:56:02+00:00,1448633697582858249,Traffic disruptions at Bronson &amp; Catherine/Raymond - traffic signals not working. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-14,12:56:02,,,,,,
2021-10-14 12:28:02+00:00,1448626650875416579,"(NCC) Queen Elizabeth reduced to 1 lane with alternating traffic at Bank - construction. Flagpersons present. From 9am to 3pm on Thursday, October 14. #otttraffic",Ottawa_Traffic,2021-10-14,12:28:02,,,,,Lane Reduction,
2021-10-14 11:56:05+00:00,1448618611040559107,"(PSPC) Alexandra Bridge closed - construction. Cyclists and pedestrians not affected. From 9am to 3pm on Thursday, October 14 and Friday, October 15. #otttraffic",Ottawa_Traffic,2021-10-14,11:56:05,,,,Closure,Lane Reduction,
2021-10-14 10:30:07+00:00,1448596976933785600,(MTO) Ramp closed between 7 W/B and Dwyer Hill - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2021-10-14,10:30:07,,,,Closure,,Ramp
2021-10-14 09:30:06+00:00,1448581872213237761,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-14,09:30:06,,,,,Lane Reduction,
2021-10-14 00:12:02+00:00,1448441430481977352,"Ramp closed between Montreal/St-Joseph W/B and 174 E/B - construction. From 10pm Wednesday, October 13 to 5:30am Thursday, October 14. #otttraffic",Ottawa_Traffic,2021-10-14,00:12:02,,,,Closure,,Ramp
2021-10-13 23:52:02+00:00,1448436398395101185,"Ramp closed between Montreal/St-Joseph W/B and 174 W/B - construction. From 10pm Wednesday, October 13 to 5:30am Thursday, October 14. #otttraffic",Ottawa_Traffic,2021-10-13,23:52:02,,,,Closure,,Ramp
2021-10-13 22:28:02+00:00,1448415257261658114,"174 W/B reduced to 1 lane between Jeanne d'Arc and Montreal/St-Joseph - construction. From 7pm Wednesday, October 13 to 5:30am Thursday, October 14. #otttraffic",Ottawa_Traffic,2021-10-13,22:28:02,,,,,Lane Reduction,
2021-10-13 20:12:02+00:00,1448381033154494465,Prince of Wales lane reductions in both directions between Rideau Heights/Wellsmere and Stephanie - collision. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-13,20:12:02,Collision,,,,Lane Reduction,
2021-10-13 19:28:01+00:00,1448369957666967552,Bronson reduced to 1 lane in each direction between Fourth and Fifth/Madawaska - collision. OPS directing traffic. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-10-13,19:28:01,Collision,Slow,,,Lane Reduction,
2021-10-13 13:30:05+00:00,1448279877669560323,(MTO) Ramp reduced to 1 lane between 416N/417E and Holly Acres - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-13,13:30:05,,,,,Lane Reduction,Ramp
2021-10-13 13:20:02+00:00,1448277350630711304,(MTO) 416 N/B reduced to 1 lane at Hunt Club - maintenance. From 10am to 2pm today. #otttraffic,Ottawa_Traffic,2021-10-13,13:20:02,,,,,Lane Reduction,
2021-10-13 12:28:02+00:00,1448264262091255810,"(PSPC) Chaudière Crossing reduced to 1 lane with alternating traffic - construction. Motorists and cyclists must share the lane. Flagpersons present. From 9am to 3pm on Wednesday, October 13. #otttraffic",Ottawa_Traffic,2021-10-13,12:28:02,,,,,Lane Reduction,
2021-10-13 10:30:06+00:00,1448234585112956937,(MTO) Ramp closed between 7 W/B and Dwyer Hill - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2021-10-13,10:30:06,,,,Closure,,Ramp
2021-10-13 09:30:06+00:00,1448219483328454657,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-13,09:30:06,,,,,Lane Reduction,
2021-10-12 21:48:02+00:00,1448042803225927686,(MTO) Highway 417 Eastbound at BRONSON AVE (IC 121A) - Collision. right lane and right shoulder closed. #otttraffic,Ottawa_Traffic,2021-10-12,21:48:02,Collision,,,Closure,,
2021-10-12 21:08:01+00:00,1448032734635565066,(MTO) Highway 417 Westbound at O'CONNOR (IC 119B) - Collision. left shoulder and left lane closed. #otttraffic,Ottawa_Traffic,2021-10-12,21:08:01,Collision,,,Closure,Lane Reduction,
2021-10-12 20:48:02+00:00,1448027704775921671,(MTO) Highway 417 Eastbound at CARLING AVE / KIRKWOOD AVE - Collision. 1 centre lane closed. #otttraffic,Ottawa_Traffic,2021-10-12,20:48:02,Collision,,,Closure,Lane Reduction,
2021-10-12 20:48:02+00:00,1448027703496617987,Longfields S/B reduced to 1 lane at Marketplace/Clearbrook - collision. #otttraffic,Ottawa_Traffic,2021-10-12,20:48:02,Collision,,,,Lane Reduction,
2021-10-12 19:56:02+00:00,1448014619101040642,(MTO) Highway 417 Westbound at ST. LAURENT BLVD - Disabled Vehicle. 1 centre lane closed. #otttraffic,Ottawa_Traffic,2021-10-12,19:56:02,,,,Closure,Lane Reduction,
2021-10-12 19:36:02+00:00,1448009585382526982,(MTO) Highway 417 Westbound at BRONSON AVE (IC 121A) - Collision. left shoulder and 2 left lanes closed. #otttraffic,Ottawa_Traffic,2021-10-12,19:36:02,Collision,,,Closure,,
2021-10-12 19:24:02+00:00,1448006565496299524,(MTO) Highway 417 Westbound at BRONSON AVE (IC 121A) - Collision. left shoulder and left lane closed. #otttraffic,Ottawa_Traffic,2021-10-12,19:24:02,Collision,,,Closure,Lane Reduction,
2021-10-12 17:52:02+00:00,1447983411038142466,"(PSPC) Chaudière Crossing reduced to 1 lane with alternating traffic - construction. Motorists and cyclists must share the lane. Flagpersons present. From 9am to 3pm on Tuesday, October 12. #otttraffic",Ottawa_Traffic,2021-10-12,17:52:02,,,,,Lane Reduction,
2021-10-12 15:56:02+00:00,1447954219345096712,"(NCC) Queen Elizabeth reduced to 1 lane with alternating traffic at Bank - construction. Flagpersons present. From 9am to 3pm on Tuesday, October 12. #otttraffic",Ottawa_Traffic,2021-10-12,15:56:02,,,,,Lane Reduction,
2021-10-12 12:52:02+00:00,1447907915587850240,Parkdale reduced to 1 lane with alternating traffic between Lyndale and Scott - disabled vehicle. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-12,12:52:02,,,,,Lane Reduction,
2021-10-12 00:24:02+00:00,1447719676658737152,(MTO) Highway 417 Eastbound at MAITLAND AVE - Police Investigation. 1 right lane and right shoulder closed. #otttraffic,Ottawa_Traffic,2021-10-12,00:24:02,,,,Closure,,
2021-10-09 00:08:02+00:00,1446628483308965891,"174 W/B reduced to 1 lane between Jeanne d'Arc and Montreal/St-Joseph - construction. From 7pm Friday, October 8 to 5:30am Saturday, October 9. #otttraffic",Ottawa_Traffic,2021-10-09,00:08:02,,,,,Lane Reduction,
2021-10-09 00:00:02+00:00,1446626471875858436,"Ramp closed between Jeanne d'Arc N/B and 174 W/B - construction. From 9pm Friday, October 8 to 5:30am Saturday, October 9. #otttraffic",Ottawa_Traffic,2021-10-09,00:00:02,,,,Closure,,Ramp
2021-10-08 20:52:03+00:00,1446579162005786634,(MTO) Highway 417 Eastbound at CARLING AVE / KIRKWOOD AVE - Disabled Vehicle. right lane closed. #otttraffic,Ottawa_Traffic,2021-10-08,20:52:03,,,,Closure,Lane Reduction,
2021-10-08 20:52:02+00:00,1446579160579723280,Update: Hog's Back W/B closed between Riverside and Colonel By - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,20:52:02,Collision,,,Closure,,
2021-10-08 20:44:02+00:00,1446577145522884610,Update: Hog's Back reduced to 1 lane with alternating traffic at Colonel By - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,20:44:02,Collision,,,,Lane Reduction,
2021-10-08 20:20:02+00:00,1446571106752729088,Hog's Back closed at Colonel By - collision. OFS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,20:20:02,Collision,,,Closure,,
2021-10-08 19:32:02+00:00,1446559026112868359,Innes W/B reduced to 1 lane at Pagé - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,19:32:02,Collision,,,,Lane Reduction,
2021-10-08 17:24:02+00:00,1446526815393271811,Bronson reduced to 1 lane in each direction at First Ave - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,17:24:02,Collision,,,,Lane Reduction,
2021-10-08 16:32:02+00:00,1446513728606937115,Bronson S/B reduced to 1 lane between Clemow and Carling - disabled vehicle. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,16:32:02,,,,,Lane Reduction,
2021-10-08 15:28:01+00:00,1446497620030107652,Vanier Pkwy N/B reduced to 1 lane at Queen Mary - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-08,15:28:01,Collision,,,,Lane Reduction,
2021-10-08 00:12:02+00:00,1446267103775019020,"Ramp closed between Montreal/St-Joseph E/B and 174 W/B - construction. From 9pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-08,00:12:02,,,,Closure,,Ramp
2021-10-08 00:00:02+00:00,1446264085402853378,"174 W/B reduced to 1 lane between Montreal/St-Joseph and Blair - construction. From 9pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-08,00:00:02,,,,,Lane Reduction,
2021-10-08 00:00:02+00:00,1446264084006121474,"Ramp closed between Montreal/St-Joseph W/B and 174 W/B - construction. From 9pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-08,00:00:02,,,,Closure,,Ramp
2021-10-07 23:52:02+00:00,1446262070832422916,"Ramp closed between Jeanne d'Arc N/B and 174 W/B - construction. From 9pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-07,23:52:02,,,,Closure,,Ramp
2021-10-07 23:40:02+00:00,1446259050971238406,"174 W/B reduced to 1 lane between Trim and Tenth Line - construction. From 9pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-07,23:40:02,,,,,Lane Reduction,
2021-10-07 22:36:02+00:00,1446242945305350144,"174 reduced to 1 lane in each direction between Montreal/St-Joseph and Jeanne d'Arc - construction. From 7pm Thursday, October 7 to 5:30am Friday, October 8. #otttraffic",Ottawa_Traffic,2021-10-07,22:36:02,,,,,Lane Reduction,
2021-10-07 22:00:03+00:00,1446233887479377922,Hunt Club E/B reduced to 1 lane between Prince of Wales and Riverside - disabled vehicle. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,22:00:03,,,,,Lane Reduction,
2021-10-07 21:48:02+00:00,1446230863973343240,Traffic disruptions at Bank &amp; Rosebella - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,21:48:02,Collision,,,,,
2021-10-07 21:28:02+00:00,1446225829814575112,Tenth Line S/B reduced to 1 lane between St-Joseph and Old Tenth Line - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,21:28:02,Collision,,,,Lane Reduction,
2021-10-07 20:00:02+00:00,1446203685185495040,St-Joseph E/B closed at Orléans Blvd - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,20:00:02,Collision,,,Closure,,
2021-10-07 18:32:02+00:00,1446181541705564163,Update: Traffic disruptions in the Downtown Ottawa area - demonstration. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,18:32:02,,,,,,
2021-10-07 16:16:02+00:00,1446147314993741828,Traffic disruptions in the Montreal Rd / Blair / Ogilvie / Vanier Pkwy area - demonstration. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-07,16:16:02,,,,,,
2021-10-07 13:32:02+00:00,1446106041268244481,(MTO) Highway 417 Eastbound at JACKIE HOLZMAN BRIDGE - Collision. left shoulder and 2 left lanes closed. #otttraffic,Ottawa_Traffic,2021-10-07,13:32:02,Collision,,,Closure,,
2021-10-07 13:30:05+00:00,1446105553269399552,(MTO) 417 W/B reduced to 1 lane between Anderson and Hunt Club - construction. From 10am to 6pm today. #otttraffic,Ottawa_Traffic,2021-10-07,13:30:05,,,,,Lane Reduction,
2021-10-07 13:25:02+00:00,1446104279354380290,(MTO) Ramp lane reduction between 416N/417E and Holly Acres - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-07,13:25:02,,,,,Lane Reduction,Ramp
2021-10-07 13:20:02+00:00,1446103023193890820,(MTO) Highway 417 Eastbound at JACKIE HOLZMAN BRIDGE - Collision. left shoulder and left lane closed. #otttraffic,Ottawa_Traffic,2021-10-07,13:20:02,Collision,,,Closure,Lane Reduction,
2021-10-07 13:20:02+00:00,1446103020735979525,(MTO) 417 reduced to 2 lanes in each direction between Metcalfe and Parkdale - construction. From 10am to 2:30pm today. # otttraffic,Ottawa_Traffic,2021-10-07,13:20:02,,,,,Lane Reduction,
2021-10-07 10:35:01+00:00,1446061496295886852,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-07,10:35:01,,,,,Lane Reduction,
2021-10-07 00:24:01+00:00,1445907733178470408,"Update: 174 E/B reduced to 1 lane between Montreal/St-Joseph and Jeanne d'Arc - construction. From 7pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:24:01,,,,,Lane Reduction,
2021-10-07 00:12:02+00:00,1445904715561140231,"Ramp closed between Jeanne d'Arc N/B and 174 W/B - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:12:02,,,,Closure,,Ramp
2021-10-07 00:12:02+00:00,1445904713761894404,"Ramp closed between Montreal/St-Joseph E/B and 174 W/B - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:12:02,,,,Closure,,Ramp
2021-10-07 00:08:02+00:00,1445903707678199810,"Ramp closed between Tenth Line N/B and 174 W/B - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:08:02,,,,Closure,,Ramp
2021-10-07 00:00:02+00:00,1445901695737679876,"Ramp closed between 174 W/B and Tenth Line - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:00:02,,,,Closure,,Ramp
2021-10-07 00:00:02+00:00,1445901694064267266,"Ramp closed between St-Joseph/Tenth Line and 174 E/B - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-07,00:00:02,,,,Closure,,Ramp
2021-10-06 23:52:02+00:00,1445899681259737092,"174 E/B reduced to 1 lane between Montreal/St-Joseph and Jeanne d'Arc - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-06,23:52:02,,,,,Lane Reduction,
2021-10-06 23:40:03+00:00,1445896668419813381,(MTO) Highway 417 Westbound at PARKDALE AVE - Collision. 2 right lanes and right shoulder closed. #otttraffic,Ottawa_Traffic,2021-10-06,23:40:03,Collision,,,Closure,,
2021-10-06 23:40:02+00:00,1445896661801136130,"174 W/B reduced to 1 lane between Trim and Tenth Line - construction. From 9pm Wednesday, October 6 to 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-06,23:40:02,,,,,Lane Reduction,
2021-10-06 23:36:02+00:00,1445895657122897921,(MTO) Highway 417 Westbound at PARKDALE AVE - Collision. 1 right lane and right shoulder closed. #otttraffic,Ottawa_Traffic,2021-10-06,23:36:02,Collision,,,Closure,,
2021-10-06 23:36:02+00:00,1445895655478730753,(MTO) Highway 417 Westbound ON-RAMP at PARKDALE AVE - Collision. All lanes closed. #otttraffic,Ottawa_Traffic,2021-10-06,23:36:02,Collision,,,Closure,,Ramp
2021-10-06 20:12:01+00:00,1445844315247452162,(MTO) Highway 417 Westbound ON-RAMP at NICHOLAS /MANN AVE - Disabled Vehicle. right lane and right shoulder closed. #otttraffic,Ottawa_Traffic,2021-10-06,20:12:01,,,,Closure,,Ramp
2021-10-06 20:00:01+00:00,1445841294887116800,Innes E/B reduced to 1 lane at 417 - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-06,20:00:01,Collision,,,,Lane Reduction,
2021-10-06 19:56:02+00:00,1445840291907395592,"Ramp closed between Champlain/Place d'Orleans and 174 E/B - construction. Until 5:30am Thursday, October 7. #otttraffic",Ottawa_Traffic,2021-10-06,19:56:02,,,,Closure,,Ramp
2021-10-06 19:20:02+00:00,1445831232273600514,(MTO) Highway 417 Eastbound at CARLING AVE / KIRKWOOD AVE - Collision. left shoulder and left lane closed. #otttraffic,Ottawa_Traffic,2021-10-06,19:20:02,Collision,,,Closure,Lane Reduction,
2021-10-06 13:30:06+00:00,1445743168880660484,(MTO) 417 W/B reduced to 1 lane between Anderson and Hunt Club - construction. From 10am to 6pm today. #otttraffic,Ottawa_Traffic,2021-10-06,13:30:06,,,,,Lane Reduction,
2021-10-06 12:24:02+00:00,1445726540109697026,(MTO) Highway 417 Westbound at METCALFE (IC 119A) - Collision. left shoulder and 1 left lane closed. #otttraffic,Ottawa_Traffic,2021-10-06,12:24:02,Collision,,,Closure,Lane Reduction,
2021-10-06 10:48:01+00:00,1445702379651801091,Update: 174 E/B closed at Tenth Line - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-06,10:48:01,Collision,,,Closure,,
2021-10-06 10:45:02+00:00,1445701626468057092,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-10-06,10:45:02,,,,,Lane Reduction,
2021-10-06 10:32:02+00:00,1445698355024199687,174 E/B reduced to 1 lane at Tenth Line - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-06,10:32:02,Collision,,,,Lane Reduction,
2021-10-06 04:40:01+00:00,1445609769155190788,"174 E/B reduced to 1 lane between Tenth Line and Trim - construction. From 1:30am Wednesday, October 6 to 5:30am Saturday, October 9. #otttraffic",Ottawa_Traffic,2021-10-06,04:40:01,,,,,Lane Reduction,
2021-10-06 00:40:02+00:00,1445549373161558029,"Ramp closed between Jeanne d'Arc N/B and 174 W/B - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:40:02,,,,Closure,,Ramp
2021-10-06 00:36:03+00:00,1445548373403049990,"174 W/B reduced to 1 lane between Trim and Tenth Line - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:36:03,,,,,Lane Reduction,
2021-10-06 00:36:03+00:00,1445548370592894984,"174 W/B reduced to 2 lanes at Montreal/St-Joseph - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:36:03,,,,,Lane Reduction,
2021-10-06 00:32:02+00:00,1445547360684183563,"Ramp closed between Montreal/St-Joseph W/B and 174 W/B - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:32:02,,,,Closure,,Ramp
2021-10-06 00:24:02+00:00,1445545347866972163,"174 E/B reduced to 1 lane between Champlain/Place d'Orleans and Tenth Line - construction. From 9pm Tuesday, October 5 to 1:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:24:02,,,,,Lane Reduction,
2021-10-06 00:16:02+00:00,1445543334366171136,"174 E/B reduced to 1 lane between Blair and Jeanne d'Arc - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6. #otttraffic",Ottawa_Traffic,2021-10-06,00:16:02,,,,,Lane Reduction,
2021-10-06 00:12:02+00:00,1445542326487568393,"Ramp closed between St-Joseph/Tenth Line and 174 E/B - construction. From 9pm Tuesday, October 5 to 5:30am Wednesday, October 6 #otttraffic",Ottawa_Traffic,2021-10-06,00:12:02,,,,Closure,,Ramp
2021-10-05 23:48:03+00:00,1445536290242383877,"(NCC) Queen Elizabeth reduced to 1 lane with alternating traffic at Laurier - construction. Flagpersons present. From 10pm to 6am every night until Friday night, October 8. #otttraffic",Ottawa_Traffic,2021-10-05,23:48:03,,,,,Lane Reduction,
2021-10-05 23:48:02+00:00,1445536288094912515,"(NCC) Colonel By reduced to 1 lane with alternating traffic at Laurier - construction. Flagpersons present. From 10pm to 6am every night until Friday night, October 8. #otttraffic",Ottawa_Traffic,2021-10-05,23:48:02,,,,,Lane Reduction,
2021-10-05 22:20:01+00:00,1445514139208597508,Update: Strandherd W/B reduced to 1 lane at Beatrice - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-05,22:20:01,Collision,,,,Lane Reduction,
2021-10-05 21:56:02+00:00,1445508101155606531,Strandherd W/B closed at Beatrice - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-05,21:56:02,Collision,,,Closure,,
2021-10-05 13:30:07+00:00,1445380783120830465,(MTO) 417 W/B reduced to 1 lane between Anderson and Hunt Club - construction. From 10am to 6pm today. #otttraffic,Ottawa_Traffic,2021-10-05,13:30:07,,,,,Lane Reduction,
2021-10-05 12:56:02+00:00,1445372207321030657,Innes W/B reduced to 1 lane at 417 W/B Off-ramp - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-10-05,12:56:02,Collision,,,,Lane Reduction,Ramp
2021-10-05 11:28:02+00:00,1445350061878153216,Cedarview N/B traffic heavy &amp; slow between Hunt Club and Baseline - highway closure detour. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-10-05,11:28:02,,Slow,,Closure,,
2021-10-05 10:24:01+00:00,1445333952684830725,(MTO) Highway 416 Northbound from HUNT CLUB to RICHMOND RD/HOLLY ACRES (IC 75C)/CR 16 - Collision. All lanes closed. #otttraffic,Ottawa_Traffic,2021-10-05,10:24:01,Collision,,,Closure,,
2021-10-05 09:24:02+00:00,1445318855279120387,(MTO) Highway 416 Northbound at RICHMOND RD/HOLLY ACRES (IC 75C)/CR 16 - Collision. All lanes closed. #otttraffic,Ottawa_Traffic,2021-10-05,09:24:02,Collision,,,Closure,,
2021-10-05 01:12:02+00:00,1445195038502309891,"174 E/B reduced to 1 lane between Champlain/Place d'Orleans and Tenth Line - construction. From 10pm Monday, October 4 to 5:30am Tuesday, October 5. #otttraffic",Ottawa_Traffic,2021-10-05,01:12:02,,,,,Lane Reduction,
2021-10-05 00:40:02+00:00,1445186985535102983,"Traffic disruptions in Canadian Tire Centre area - sporting event. From 9:30pm to 11pm on Monday night, October 4. #otttraffic",Ottawa_Traffic,2021-10-05,00:40:02,,,,,Lane Reduction,
2021-10-05 00:12:02+00:00,1445179938093637632,"Ramp closed between Jeanne d'Arc N/B and 174 W/B - construction. From 9pm Monday, October 4 to 5:30am Tuesday, October 5. #otttraffic",Ottawa_Traffic,2021-10-05,00:12:02,,,,Closure,,Ramp
