Datetime,Tweet Id,Text,Username,Dates,Time,Type,Slow,Accident,Closure,Lane Reduction,Ramp
2021-03-05 11:38:46+00:00,1367801757015961600,"MOOSE HIT: Eastbound 417 after Anderson. Moose is down, but its head is up. #OttTraffic",cbcotttraffic,2021-03-05,11:38:46,,,,,,
2021-03-01 20:03:51+00:00,1366479316129824770,KINGSTON: LaSalle Causeway work Wednesday &amp; Thursday 9:30 am to 3 pm. One lane closed and one lane open for alternating traffic. Two flagpersons on site to direct traffic. Motorists should expect short delays. #otttraffic #ygk,cbcotttraffic,2021-03-01,20:03:51,,Slow,,Closure,Lane Reduction,
2021-02-26 13:23:22+00:00,1365291368235626496,SLOW: Broken-down car in the intersection of March and Dunrobin roads. #Otttraffic,cbcotttraffic,2021-02-26,13:23:22,,Slow,Accident,,,
2021-02-25 13:10:18+00:00,1364925690005622784,YOU PICKED A FINE TIME TO LEAVE ME LOOSE WHEEL: Car with wheel off on westbound West Hunt Club at Cedarview. #Otttraffic,cbcotttraffic,2021-02-25,13:10:18,,,,,,
2021-02-25 13:00:26+00:00,1364923206470139904,COLLISION: Westbound 417 at Parkdale. Both left lanes blocked. Fire truck there. #Otttraffic,cbcotttraffic,2021-02-25,13:00:26,Collision,,,Closure,,
2021-02-25 12:32:16+00:00,1364916120642273280,DITCHED An AWD BMW drove itself into a snowbank on Brian Coburn at Mer Bleu in Orleans. #Otttraffic,cbcotttraffic,2021-02-25,12:32:16,,,Accident,,,
2021-02-25 12:14:41+00:00,1364911693827080192,COLLISION: Northbound Hwy. 5 in Mont Bleu. #OttTraffic,cbcotttraffic,2021-02-25,12:14:41,Collision,,,,,
2021-02-25 11:36:09+00:00,1364901996285820929,Parking ban in effect TODAY 7 a.m. to 7 p.m. #OttTraffic,cbcotttraffic,2021-02-25,11:36:09,,,,,,
2021-02-25 11:20:54+00:00,1364898161056219140,DITCHED: Four cars have gone off the road on the northbound 416 between Fallowfield and Hunt Club. #OttTraffic,cbcotttraffic,2021-02-25,11:20:54,,,Accident,,,
2021-02-24 22:10:59+00:00,1364699371045085184,DITCHED: Car in a snowbank on westbound Hwy 7 between Hazeldean and Dwyer Hill. Slow there. #OttTraffic #ONHwys,cbcotttraffic,2021-02-24,22:10:59,,Slow,Accident,,,
2021-02-24 21:56:51+00:00,1364695814401101829,COLLISION: Northbound Main after the bridge approaching Riverdale. Tow trucks there now. #OttTraffic,cbcotttraffic,2021-02-24,21:56:51,Collision,,,,,
2021-02-24 21:51:47+00:00,1364694539026448385,STUCK BUSES: Carling hill westbound approaching the Civic Hospital. Lane reductions as a result. #OttTraffic,cbcotttraffic,2021-02-24,21:51:47,,,,,Lane Reduction,
2021-02-24 21:45:08+00:00,1364692864945520642,COLLISION: In Blossom Park at the intersection of Sixth and Kingsdale. #OttTraffic,cbcotttraffic,2021-02-24,21:45:08,Collision,,,,,
2021-02-24 21:44:03+00:00,1364692591955087367,COLLISION: Baseline at Clyde. #OttTraffic,cbcotttraffic,2021-02-24,21:44:03,Collision,,,,,
2021-02-24 21:27:13+00:00,1364688355850616833,"COLLISION: Terry Fox at Edgewater, across from Kanata Rec Centre. #OttTraffic",cbcotttraffic,2021-02-24,21:27:13,Collision,,,,,
2021-02-24 21:24:16+00:00,1364687613454647297,"BLOCKED: Left lane of eastbound 417 blocked at Bronson. Quite slow there, both ways in fact. #OttTraffic",cbcotttraffic,2021-02-24,21:24:16,,Slow,,Closure,,
2021-02-24 20:22:27+00:00,1364672057468985346,COLLISION: In Bells Corners near the Legion on Old Richmond Rd. Two vehicles. Emergency crews there. #OttTraffic,cbcotttraffic,2021-02-24,20:22:27,Collision,,,,,
2021-02-24 12:39:26+00:00,1364555533655670784,DITCHED: Eastbound 417 at March/Eagleson in the right ditch. Emergency vehicles there. #Otttraffic,cbcotttraffic,2021-02-24,12:39:26,,,Accident,,,
2021-02-24 11:01:09+00:00,1364530800692232193,"SLIPPERY CONDITIONS: All that melty stuff has glazed-over overnight. Rural routes especially slick. Take your time. Watch the sidewalks, too. #OttTraffic #ottwalk",cbcotttraffic,2021-02-24,11:01:09,,,,,,
2021-02-24 10:59:51+00:00,1364530475365187587,"ROLLOVER: On Donnelly Drive near the Rideau River, coming in from Kemptville and Merrickville. #OttTraffic",cbcotttraffic,2021-02-24,10:59:51,,,Accident,,,
2021-02-23 21:41:30+00:00,1364329561048113156,AFTERNOON DE-LIGHT: Traffic signals out at Innes and Page in Orleans. Treat as all-way stop. #OttTraffic,cbcotttraffic,2021-02-23,21:41:30,,,,,,
2021-02-23 11:14:48+00:00,1364171847370215425,LIGHTS OUT: In Bells Corners at Robertson and Stafford. Treat as all-way stop. #OttTraffic,cbcotttraffic,2021-02-23,11:14:48,,,,,,
2021-02-19 21:40:50+00:00,1362879842971181060,COLLISION: Pleasant Park and Alta Vista #OttTraffic,cbcotttraffic,2021-02-19,21:40:50,Collision,,,,,
2021-02-19 21:23:39+00:00,1362875521273585665,"COLLISION: On Sir GEC Pkwy at St. Joseph. Two-vehicle collision, affecting traffic headed to Orleans. #otttraffic",cbcotttraffic,2021-02-19,21:23:39,Collision,,,,,
2021-02-19 12:56:14+00:00,1362747824463613956,COLLISION: In Sandy Hill. Southbound King Edward at Wilbrod. #otttraffic,cbcotttraffic,2021-02-19,12:56:14,Collision,,,,,
2021-02-18 12:48:17+00:00,1362383434514055171,COLLISION: East of Twin Elm on Barnsdale. Visibility poor.  #otttraffic,cbcotttraffic,2021-02-18,12:48:17,Collision,,,,,
2021-02-17 20:55:13+00:00,1362143588994453508,"COLLISION: Walkley, southwest of Heron. Described as 'significant' #otttraffic",cbcotttraffic,2021-02-17,20:55:13,Collision,,,,,
2021-02-16 10:35:11+00:00,1361625165017268225,SNOW DAY: School buses cancelled due to snow for the Upper Canada DSB and the Catholic DSB of Eastern Ontario #otttraffic,cbcotttraffic,2021-02-16,10:35:11,,,,,,
2021-02-12 12:54:07+00:00,1360210576169959431,LIGHTS OUT: Traffic signals flashing on Blvd des Allumettieres at the ramp to get onto the 50. #OttTraffic,cbcotttraffic,2021-02-12,12:54:07,,,,,,Ramp
2021-02-12 12:39:31+00:00,1360206903977082883,DITCHED: Car in the centre median ditch of the westbound 417 near Vars exit. #OttTraffic,cbcotttraffic,2021-02-12,12:39:31,,,Accident,,,
2021-02-12 12:24:47+00:00,1360203193393774597,DITCHED: Car in the centre median ditch of the eastbound 417 near Kinburn Side Rd. #otttraffic,cbcotttraffic,2021-02-12,12:24:47,,,Accident,,,
2021-02-10 22:33:43+00:00,1359631660023771138,STOPPED: Eastbound 401 between Ingleside and Long Sault. Seems like a collision is the reason. #OttTraffic #ONHwys,cbcotttraffic,2021-02-10,22:33:43,Collision,,,,,
2021-02-10 12:38:52+00:00,1359481961891397637,"DITCHED DUMP TRUCK: County rd 43, east of Kemptville. Holding up westbound traffic. #OttTraffic",cbcotttraffic,2021-02-10,12:38:52,,,Accident,,,
2021-02-09 11:31:41+00:00,1359102669034504196,"CHAMPLAIN BRIDGE: Broken-down vehicle southbound headed towards Ottawa, slowing traffic #Otttraffic",cbcotttraffic,2021-02-09,11:31:41,,Slow,Accident,,,
2021-02-08 21:44:23+00:00,1358894470847168513,"COLLISION: Westbound Hazeldean at Fringewood, near The Keg.  Emergency crews there. #otttraffic",cbcotttraffic,2021-02-08,21:44:23,Collision,,,,,
2021-02-08 13:07:27+00:00,1358764379194408963,COLLISION: Southbound 416 south of Dilworth. Three vehicles involved. Lots of emergency vehicles. #otttraffic,cbcotttraffic,2021-02-08,13:07:27,Collision,,,,,
2021-02-08 12:51:50+00:00,1358760451077767168,"HAZARD: Broken-down vehicle, far left lane. Eastbound 417 around Bronson. #otttraffic",cbcotttraffic,2021-02-08,12:51:50,,,Accident,,,
2021-02-08 12:51:21+00:00,1358760328750895114,COLLISION: Eastbound 417 at Parkdale. Three rear-enders. #otttraffic,cbcotttraffic,2021-02-08,12:51:21,Collision,,,,,
2021-02-05 22:32:30+00:00,1357819415371390985,TRUCK ON FIRE: Westbound 401 closed in Odessa due to pick-up truck on fire. #Otttraffic #ONHwys,cbcotttraffic,2021-02-05,22:32:30,,,Accident,Closure,,
2021-02-02 22:42:35+00:00,1356734791488593923,COLLISION: Westbound 417 just before Palladium. Two vehicles. Slow there. #OttTraffic,cbcotttraffic,2021-02-02,22:42:35,Collision,Slow,,,,
2021-02-01 11:53:27+00:00,1356209040532140040,BARRHAVEN: Lots of emergency vehicles headed to Prince of Wales &amp; Fallowfield. #otttraffic,cbcotttraffic,2021-02-01,11:53:27,,,,,,
2021-02-01 11:17:19+00:00,1356199947167817730,TRUCK FIRE: Northbound access to the 416 blocked at the 401 due to early-morning fire between the 401 and Spencerville. Access from Hwy 16 blocked too. #otttraffic #ottnews #ONHwys,cbcotttraffic,2021-02-01,11:17:19,,,Accident,Closure,,
2021-01-29 21:12:39+00:00,1355262606760673285,VERY SLOW: Likely a collision. Multiple emergency vehicles -- 174 east of Cumberland between Old Montreal Rd and Canaan. #Otttraffic,cbcotttraffic,2021-01-29,21:12:39,Collision,Slow,,,,
2021-01-28 11:19:12+00:00,1354750872941682690,COLLISION: Eastbound 174 at Jeanne D'arc. Traffic diverted. Involves tractor-trailer. #OttTraffic,cbcotttraffic,2021-01-28,11:19:12,Collision,,,,,
2021-01-27 13:14:24+00:00,1354417473181921282,DITCHED: Hwy. 7. Truck in centre median affecting west and eastbound traffic near Hazeldean. #OttTraffic,cbcotttraffic,2021-01-27,13:14:24,,,Accident,,,
2021-01-26 12:51:09+00:00,1354049235101097984,PROTEST/DEMONSTRATION: This afternoon at 423 Bronson Ave at 2:30 p.m. That's just north of Gladstone. #otttraffic #ottwalk #ottbike,cbcotttraffic,2021-01-26,12:51:09,,,,,,
2021-01-25 11:04:41+00:00,1353660052981342208,"REMINDER: Queen Elizabeth Driveway closed to non-active transportation between Somerset and Fifth avenues, 9 a.m. to 5 p.m. until Feb. 14. #otttraffic #ottbike #ottwalk",cbcotttraffic,2021-01-25,11:04:41,,,,Closure,,
2021-01-21 21:52:05+00:00,1352373425742950403,COLLISION: Westbound 417 approaching Maitland. Three vehicles. #OttTraffic,cbcotttraffic,2021-01-21,21:52:05,Collision,,,,,
2021-01-21 21:10:58+00:00,1352363079275843588,AFTERNOON DE-LIGHT: Traffic signals out at Campeau and March in Kanata. Police directing traffic #OttTraffic,cbcotttraffic,2021-01-21,21:10:58,,,,,,
2021-01-21 13:24:02+00:00,1352245571457835013,"TWO SPIN OUTS: Sir Georges-Etienne Cartier Pkwy. One near the sewage treatment plant, the other near the 174/St-Joseph. #OttTraffic",cbcotttraffic,2021-01-21,13:24:02,,,Accident,,,
2021-01-21 12:15:53+00:00,1352228420093169665,BRONSON HILL: The one near Slater. Stay away. Cars slipping all over the show. #OttTraffic,cbcotttraffic,2021-01-21,12:15:53,,,,,,
2021-01-21 11:57:36+00:00,1352223820933980160,COLLISION: Eastbound 174 around Blair #OttTraffic,cbcotttraffic,2021-01-21,11:57:36,Collision,,,,,
2021-01-21 11:54:54+00:00,1352223142106820608,COLLISION(S): Westbound 50 after Draveurs Bridge. Backed up and slow to La Verendrye. #OttTraffic,cbcotttraffic,2021-01-21,11:54:54,Collision,Slow,,,,
2021-01-21 11:48:56+00:00,1352221637685424129,"COLLISION: Westbound 417 at Carling, left lane. Also a stalled bus just beyond in the right lane. #otttraffic",cbcotttraffic,2021-01-21,11:48:56,Collision,,,,,
2021-01-21 11:26:16+00:00,1352215934413524994,"CONDITIONS ARE WRETCHED: Blowing snow, poor visibility, slippery conditions, falling snow, some aggressive drivers. Take your time. Leave early. Leave space. #otttraffic",cbcotttraffic,2021-01-21,11:26:16,,,,,,
2021-01-19 21:00:14+00:00,1351635604644233225,ROLLOVER: Car on its roof on the eastbound 417 approaching Carling. Right lane. #otttraffic,cbcotttraffic,2021-01-19,21:00:14,,,Accident,,,
2021-01-15 10:50:20+00:00,1350032566057893888,"CLOSED: Sections of Byron Avenue between Sherbourne Road and Redwood Avenue, and between New Orchard Avenue and Ancaster Avenue remain closed until the end of March for Stage 2 LRT work. #OttTraffic",cbcotttraffic,2021-01-15,10:50:20,,,,Closure,,
2021-01-11 22:23:39+00:00,1348757490922639361,BROKEN-DOWN VEHICLE: Eastbound 417 around Lees/Nicholas. Truck with trailer stopped on the right. #otttraffic,cbcotttraffic,2021-01-11,22:23:39,,,,,,
2021-01-11 11:05:14+00:00,1348586763799957509,"CURFEW FINES: Gatineau police stopped 407 motorists between 8 p.m. and 5 a.m. this morning.
Of those, 16 received a $1,550 ticket. #otttraffic #ottnews",cbcotttraffic,2021-01-11,11:05:14,,,,,,
2021-01-11 10:48:18+00:00,1348582503272116224,"BYRON: Sections of Byron Avenue between Sherbourne Road and Redwood Avenue, and between New Orchard Avenue and Ancaster Avenue remain closed until the end of March for Stage 2 LRT work #otttraffic",cbcotttraffic,2021-01-11,10:48:18,,,,Closure,,
2021-01-08 20:17:29+00:00,1347638579091169280,"LADDER ALERT: Westbound 417 just before Parkdale, far left lane. #OttTraffic",cbcotttraffic,2021-01-08,20:17:29,,,,,,
2021-01-08 20:16:47+00:00,1347638402242531328,NEED A CAR WASH?: Long waits reported. Listener called me to say she's waited more than a half-hour on Montreal Road for one. #OttTraffic,cbcotttraffic,2021-01-08,20:16:47,,,,,,
2021-01-08 11:49:32+00:00,1347510749976014849,COLLISION: Dump truck vs car. Traffic signals taken out as well. Hawthorne and Leitrim. #OttTraffic,cbcotttraffic,2021-01-08,11:49:32,Collision,,,,,
2021-01-06 19:53:07+00:00,1346907669215535104,LANE REDXNS: Limebank south of earl Armstrong. Southbound closed and moved into northbound lanes due to LRT construction. #Otttraffic,cbcotttraffic,2021-01-06,19:53:07,,,,Closure,Lane Reduction,
2021-01-05 22:22:33+00:00,1346582889002119171,COLLISION: Westbound 417 between Carling and Maitland #OttTraffic,cbcotttraffic,2021-01-05,22:22:33,Collision,,,,,
2021-01-04 19:58:47+00:00,1346184321024077825,FESTIVE RIDE: OPP say they checked 1500 people. Charged 92 with impaired and suspended 31 others for failing roadside screening test. That's 123 people. More than 8% of those checked. #otttraffic,cbcotttraffic,2021-01-04,19:58:47,,,,,,
2021-01-04 10:56:16+00:00,1346047790347071489,ALEXANDRA BRIDGE Now closed to motor vehicles until the end of April. #otttraffic,cbcotttraffic,2021-01-04,10:56:16,,,,Closure,,
2021-01-04 10:55:38+00:00,1346047630141485057,"CONSTRUCTION: Eastbound Carling Avenue down to two lanes between Merivale Road and Viscount Avenue, one lane during off-peak. In place for a month. #otttraffic",cbcotttraffic,2021-01-04,10:55:38,,,,,Lane Reduction,
2020-12-30 21:40:20+00:00,1344397938471149572,AFTERNOON DE-LIGHT: Traffic signals on a flash cycle in Bells Corners on Robertson Rd near the Giant Tiger. Treat as all-way stop. #OttTraffic,cbcotttraffic,2020-12-30,21:40:20,,,,,,
2020-12-30 20:12:54+00:00,1344375931721428992,BLOCKED: Southbound King Edward at Murray. Traffic diverted east. #OttTraffic,cbcotttraffic,2020-12-30,20:12:54,,,,,,
2020-12-30 11:41:01+00:00,1344247113010597890,"FIRE: Richmond Village, Twin Elm area south of Fallowfield. #OttTraffic",cbcotttraffic,2020-12-30,11:41:01,,,,,,
2020-12-23 13:08:31+00:00,1341732418689052675,"CRAIG HENRY: OC Transpo bus on fire, not far from Greenbank. About to be towed. No access to Craig Henry from Greenbank. #OttTraffic",cbcotttraffic,2020-12-23,13:08:31,,,Accident,,,
2020-12-21 13:16:26+00:00,1341009633889185792,STALLED BUS: Eastbound/northbound Riverside at Smyth/Main. Blocking lane. No police there. Traffic backed up. #otttraffic,cbcotttraffic,2020-12-21,13:16:26,,Slow,,,,
2020-12-21 12:34:57+00:00,1340999196808196096,LADDER ALERT: Southbound Hwy. 5 headed towards Chelsea from Wakefield at Tulip Valley exit. Extension ladder in the left lane. Bit in both. #otttraffic,cbcotttraffic,2020-12-21,12:34:57,,,,,,
2020-12-17 21:21:00+00:00,1339682030590828546,"BROKEN-DOWN VEHICLE: Westbound 417, at top of ramp from Parkdale. Right lane. #otttraffic",cbcotttraffic,2020-12-17,21:21:00,,,,,,Ramp
2020-12-16 22:32:16+00:00,1339337577908809730,"COLLISION: Eastbound 17 in Rockland, right in front of the hockey academy. Traffic diverted. #Otttraffic",cbcotttraffic,2020-12-16,22:32:16,Collision,,,,,
2020-12-16 11:47:10+00:00,1339175231563452417,"WONKY LIGHTS: East-west traffic signals on Richmond Rd at Pinecrest are flashing, but not the north-south ones on Pinecrest. Treat as all-way stop. #Otttraffic",cbcotttraffic,2020-12-16,11:47:10,,,,,,
2020-12-15 22:44:41+00:00,1338978311595302914,"HAY HAY, MY MY: Bales of hay on the Aylmer-bound Champlain Bridge, causing slow downs, sneezing. #otttraffic",cbcotttraffic,2020-12-15,22:44:41,,Slow,,,,
2020-12-15 21:01:48+00:00,1338952422224515073,"COLLISION: Westbound 417 after Parkdale. Six vehicles stopped in left lane, including tow trucks. #otttraffic",cbcotttraffic,2020-12-15,21:01:48,Collision,,,,,
2020-12-15 19:42:28+00:00,1338932458587369472,"IT WASN'T CO-WORKER BENNY: Dec. 9, around 10:00 a.m. Grenville County OPP went to a crash outside a home in North Grenville after an unoccupied vehicle had been set in motion by a dog inside. The owner sustained minor injuries attempting to stop the vehicle. #otttraffic #ottnews",cbcotttraffic,2020-12-15,19:42:28,Collision,,,,,
2020-12-14 20:31:15+00:00,1338582347508314112,"DITCHED: Dump truck in the ditch on southbound Hawthorne, between Leitrim and Blais. #Otttraffic",cbcotttraffic,2020-12-14,20:31:15,,,Accident,,,
2020-12-14 20:13:45+00:00,1338577941941411841,"AFTERNOON DE-LIGHT: Traffic signals out at Merivale and Woodfield, north of Hunt Club. Treat as all-way stop. #Otttraffic",cbcotttraffic,2020-12-14,20:13:45,,,,,,
2020-12-14 19:57:02+00:00,1338573733099925505,ICY: Westbound 417 under Greenbank and Richmond Rd overpasses. #Otttraffic,cbcotttraffic,2020-12-14,19:57:02,,,,,,
2020-12-14 12:46:03+00:00,1338465275117711362,DEER HIT: Hwy. 17 east of Calabogie Rd. #Otttraffic,cbcotttraffic,2020-12-14,12:46:03,,,,,,
2020-12-11 21:09:45+00:00,1337504871822585856,"COLLISION: Westbound 417 after Metcalfe, approaching Bronson #Otttraffic",cbcotttraffic,2020-12-11,21:09:45,Collision,,,,,
2020-12-10 20:12:36+00:00,1337128101093011456,"FIRE: On St Francis, a block south of Gladstone. Many emergency vehicles there. #otttraffic",cbcotttraffic,2020-12-10,20:12:36,,,,,,
2020-12-10 12:32:53+00:00,1337012408745865217,DEER HIT: Southbound Hwy. 5 near Cross Loop #OttTraffic,cbcotttraffic,2020-12-10,12:32:53,,,,,,
2020-12-10 12:12:32+00:00,1337007287102267392,COLLISION: Westbound 50 between Labrosse and Montee Paiement #Otttraffic,cbcotttraffic,2020-12-10,12:12:32,Collision,,,,,
2020-12-09 21:46:23+00:00,1336789315238719491,COLLISION: Eastbound 174 at Montreal Rd overpass. #OttTraffic,cbcotttraffic,2020-12-09,21:46:23,Collision,,,,,
2020-12-09 12:39:17+00:00,1336651630469672960,"COLLISION: Head-on, perhaps. Airport Pkwy, south of Walkley. Slow both directions #otttraffic",cbcotttraffic,2020-12-09,12:39:17,Collision,Slow,,,,
2020-12-09 12:36:03+00:00,1336650817277992960,"COLLISION: Hwy. 17 going over the Mississippi River, east of Arnprior. #otttraffic #ONHwys",cbcotttraffic,2020-12-09,12:36:03,Collision,,,,,
2020-12-08 20:40:12+00:00,1336410270638485508,COLLISION: Hunt Club at Paul Anka. Left lane closed eastbound. #otttraffic,cbcotttraffic,2020-12-08,20:40:12,Collision,,,Closure,Lane Reduction,
2020-12-07 13:34:28+00:00,1335940742125154306,COLLISION: Five-ton tanker truck off the road. Hwy. 5 north of Wakefield exit. Lots of emergency response. #Otttraffic,cbcotttraffic,2020-12-07,13:34:28,Collision,,,,,
2020-12-04 21:34:07+00:00,1334974286595952640,"COLLISION: Tenth Line at Brian Coburn, south of Innes. #Otttraffic",cbcotttraffic,2020-12-04,21:34:07,Collision,,,,,
2020-12-03 11:39:14+00:00,1334462191467171843,BROKEN-DOWN OC BUS: Eastbound Innes just before Orleans Blvd. Right lane blocked by service vehicle. #OttTraffic,cbcotttraffic,2020-12-03,11:39:14,,,,Closure,,
2020-12-01 20:10:10+00:00,1333865995849633792,"AFTERNOON DE-LIGHT: Traffic signals out along Greenbank in Barrhaven. Treat as all-way stops, or watch for police who are directing traffic. #otttraffic",cbcotttraffic,2020-12-01,20:10:10,,,,,,
2020-12-01 20:05:37+00:00,1333864851135983617,COLLISION: Eastbound 417 at St. Laurent. #otttraffic,cbcotttraffic,2020-12-01,20:05:37,Collision,,,,,
2020-11-30 22:45:22+00:00,1333542669109391363,COLLISION: Bank south of Walkley near the Home Depot. #Otttraffic,cbcotttraffic,2020-11-30,22:45:22,Collision,,,,,
2020-11-30 20:19:51+00:00,1333506046556590080,"COLLISION: Westbound Hunt Club at Knoxdale. Debris there, too. #Otttraffic",cbcotttraffic,2020-11-30,20:19:51,Collision,,,,,
2020-11-30 19:58:02+00:00,1333500557710024704,"COLLISIONS: Westbound Hunt Club at Uplands and one on Uplands, too. #Otttraffic",cbcotttraffic,2020-11-30,19:58:02,Collision,,,,,
2020-11-27 21:36:04+00:00,1332438061570011142,COLLISION: Westbound 417 approaching Nicholas. Very slow there #Otttraffic,cbcotttraffic,2020-11-27,21:36:04,Collision,Slow,,,,
2020-11-27 21:05:40+00:00,1332430411880869894,COLLISION: South of Carleton Place on Hwy. 15 #Otttraffic,cbcotttraffic,2020-11-27,21:05:40,Collision,,,,,
2020-11-26 22:21:30+00:00,1332087109356810244,FOGGY: Hwy 7 between the 417 and Carleton Place. Poor visibility. #otttraffic,cbcotttraffic,2020-11-26,22:21:30,,,,,,
2020-11-26 13:26:42+00:00,1331952521624096769,"SNOOZEFEST: There's a mattress on the eastbound 417 around Metcalfe, downtown. #otttraffic",cbcotttraffic,2020-11-26,13:26:42,,,,,,
2020-11-25 12:22:28+00:00,1331573968998985728,HEAD-ON COLLISION: Boundary Rd near Mitch Owens. Issue for people coming in from Russell. Emergency crews on scene. #Otttraffic,cbcotttraffic,2020-11-25,12:22:28,Collision,,,,,
2020-11-25 12:03:40+00:00,1331569237350109185,PEDESTRIAN STRUCK: Cedarview near the ramp for the northbound 416. #otttraffic,cbcotttraffic,2020-11-25,12:03:40,,,,,,Ramp
2020-11-24 21:10:57+00:00,1331344580793540608,"COLLISION: Kanata North, March Rd at Maxwell Bridge, near the McDs and the LCBO. Airbags deployed. #Otttraffic",cbcotttraffic,2020-11-24,21:10:57,Collision,,,,,
2020-11-23 21:27:32+00:00,1330986364628766721,COLLISION: Eastbound Innes slow from St.Laurent to the 417 due to an earlier collision. #Otttraffic,cbcotttraffic,2020-11-23,21:27:32,Collision,Slow,,,,
2020-11-23 21:26:08+00:00,1330986011594280968,PARKING BAN: The winter weather parking ban will end at 8 pm today in Ottawa #Otttraffic,cbcotttraffic,2020-11-23,21:26:08,,,,,,
2020-11-23 13:35:08+00:00,1330867480516988928,WOOD NOT: There's a piece of lumber on the westbound 417 after Carling. #otttraffic,cbcotttraffic,2020-11-23,13:35:08,,,,,,
2020-11-23 13:21:52+00:00,1330864142098501634,"BLACK ICE: Westbound 417 in Kanata, after Palladium. Left lane. #otttraffic",cbcotttraffic,2020-11-23,13:21:52,,,,,,
2020-11-23 13:10:47+00:00,1330861353788186628,"PARKING BAN: Due to weather conditions, the winter weather parking ban has been in effect since 7 am across Ottawa. The winter weather parking ban remains in place until further notice #otttraffic",cbcotttraffic,2020-11-23,13:10:47,,,,,,
2020-11-23 11:54:41+00:00,1330842202868768770,COLLISION: Northbound 416 halfway between Fallowfield and Hunt Club. Very slow. #otttraffic,cbcotttraffic,2020-11-23,11:54:41,Collision,Slow,,,,
2020-11-23 11:40:35+00:00,1330838654965649411,DITCHED: Eastbound 417. Car in the right ditch near Canadian Tire Centre. Slows there. #otttraffic,cbcotttraffic,2020-11-23,11:40:35,,Slow,Accident,,,
2020-11-23 11:27:32+00:00,1330835371660365824,"RENFREW COUNTY BUSES: all transportation services are CANCELLED, for Monday November 23, 2020 due to Snow Fall Warning. All schools are OPEN.  #otttraffic
#otttransit",cbcotttraffic,2020-11-23,11:27:32,,,,,,
2020-11-23 11:08:36+00:00,1330830606104670209,"COLLISION: Eastbound 417, just after Maitland. Car hit the centre median. #otttraffic",cbcotttraffic,2020-11-23,11:08:36,Collision,,,,,
2020-11-20 12:20:58+00:00,1329761651684470785,DITCHED: Pick-up truck off the road on Prince of Wales near Amberwood. That's between Fallowfield and Hunt Club. Will cause slow-downs when they fish it out. #otttraffic,cbcotttraffic,2020-11-20,12:20:58,,Slow,Accident,,,
2020-11-19 20:56:56+00:00,1329529111610601473,"COAL TO NEWCASTLE: In addition to existing slow-downs related to a demonstration at uOttawa, crews are also painting green bike lanes near the Cummings Bridge on the edge of Vanier/Sandy Hill. #otttraffic",cbcotttraffic,2020-11-19,20:56:56,,Slow,,,,
2020-11-19 20:05:09+00:00,1329516080390352899,NICHOLAS: Avoid it northbound. There's a demonstration at uOttawa. Not moving from the 417 to downtown. Laurier and the Mackenzie King bridge not moving eiother direction as well. #otttraffic,cbcotttraffic,2020-11-19,20:05:09,,,,,,
2020-11-19 12:48:39+00:00,1329406231887351813,"TRUCK INTO POLE: Same place, same pole as yesterday. Bantree at Innes. Bantree closed. #otttraffic",cbcotttraffic,2020-11-19,12:48:39,,,,Closure,,
2020-11-18 13:21:00+00:00,1329051983697879043,"COLLISION: Major crash on County 17 just west of Plantagenet, near the high school. Traffic stopped both directions. Avoid #otttraffic",cbcotttraffic,2020-11-18,13:21:00,Collision,,,,,
2020-11-18 12:43:23+00:00,1329042520593096704,"SLOW: Alternating traffic on Lucerne this morning, near Rivermead. Use Ch d'Aylmer instead. #otttraffic",cbcotttraffic,2020-11-18,12:43:23,,Slow,,,,
2020-11-18 11:16:13+00:00,1329020583217147908,"HEY NOW: Just had a call from a listener, driving in on the westbound 417 from Metcalfe. Says he saw big green light in the sky ""like a meteorite or something"" #VisualDistraction #otttraffic",cbcotttraffic,2020-11-18,11:16:13,,,,,,
2020-11-17 20:56:18+00:00,1328804176168677377,"174: The westbound l74 will close from Jeanne d’Arc to Montreal Rd for Stage 2 LRT work. Lane reductions start at 7:30 pm with full closure at 8 pm Friday, Nov. 20 until 5 am  Monday. The 174 eastbound will remain open #Otttraffic #ottnews",cbcotttraffic,2020-11-17,20:56:18,,,,Closure,Lane Reduction,
2020-11-17 12:34:53+00:00,1328677992437080069,"FIRE: Chemin d'Ile (301) in Portage du Fort, across the river from Renfrew. The fire is apparently on one of the three bridges there near the Chenaux dam. Ottawa-bound traffic is having to head to Quyon and take the ferry. #Otttraffic #ottnews",cbcotttraffic,2020-11-17,12:34:53,,,Accident,,,
2020-11-17 11:52:13+00:00,1328667255815753734,"SLOW: Eastbound 417 around the Ramsayville overpass, east of Hunt Club. Collision there. #OttTraffic",cbcotttraffic,2020-11-17,11:52:13,Collision,Slow,,,,
2020-11-17 11:14:36+00:00,1328657787937824768,HAZARD: Car broken down in the far left lane of the westbound 417 between Nicholas and Bronson. #OttTraffic,cbcotttraffic,2020-11-17,11:14:36,,,Accident,,,
2020-11-16 21:43:08+00:00,1328453573336850434,COLLISION: Eastbound 174 in Cumberland near the ferry crossing. #OttTraffic,cbcotttraffic,2020-11-16,21:43:08,Collision,,,,,
2020-11-16 20:35:23+00:00,1328436526146064384,ICE PELLETS: West of Almonte. Clayton area. #OttTraffic,cbcotttraffic,2020-11-16,20:35:23,,,,,,
